,11317000,11318500,11315000,MKM,EBMUD_11319500,11319500,11313500,11315600,11315400,PGE_OLD_RES,11315900,11314500,11314000,11315030,LB_HIST_EVAP,SS_HIST_EVAP,SS_STORAGE,LB_STORAGE_V1,LB_STORAGE_V2,11316600,11316605,11316610,NHGAN_STORAGE,OHGAN_STORAGE,11308000,11306000,11306500,11309500,USACE_NH_RELEASE,MOK_RIV_DIV,11323500,11335000,CMP001_EXPORT,JNKSN_STORAGE,11332500,11333000,11331500,11326300,11327000,11335700
8/31/1937,0.316661157,0.903867769,0.017646942,3.51953719,3.51953719,29.57553719,95.759,0,-901,8.12,-901,0.805487603,26.25520661,-901,0,0.79,95.759,0,0,-901,-901,-901,-901,-901,-901,-901,-901,0.06517686,-901,2.03,2.287882042,0.670214876,-901,-901,-901,-901,-901,-901,0.015863802,-901
9/30/1937,0.268363636,0.551603306,0.006723967,2.223231405,2.223231405,28.5322314,71.001,0,-901,4.256,-901,0.586115702,22.79008264,-901,0,0.58,71.001,0,0,-901,-901,-901,-901,-901,-901,-901,-901,0,-901,1.733,1.724638831,0.257057851,-901,-901,-901,-901,-901,-901,0.011127273,-901
10/31/1937,0.386142149,0.713256198,0.016048264,3.506528926,3.506528926,29.86452893,44.028,0,-901,3.002,-901,0.355398347,27.23900826,-901,0,0.34,44.028,0,0,-901,-901,-901,-901,-901,-901,-901,-901,0,-901,1.529,2.710964621,1.082181818,-901,-901,-901,-901,-901,-901,0.130353719,-901
11/30/1937,0.70214876,0.868760331,0.230280992,6.58546281,6.58546281,22.50446281,26.667,0,-901,3.03,-901,0.191008264,19.33884298,-901,0,0.09,26.667,0,0,-901,-901,-901,-901,-901,-901,-901,-901,0.618842975,-901,1.324,6.558496193,3.147768595,-901,-901,-901,-901,-901,-901,0.287404959,-901
12/31/1937,4.150413223,4.900561983,9.868760331,125.4109008,125.4109008,67.45190083,75.266,0,-901,10.93,-901,12.68489256,10.08396694,-901,0,0.1,75.266,0,0,-901,-901,-901,-901,-901,-901,-901,-901,18.59385124,-901,1.36,129.1709174,30.27649587,-901,-901,-901,-901,-901,-901,1.770842975,-901
1/31/1938,2.311933884,3.197355372,1.149818182,27.51254545,27.51254545,37.47054545,63.889,0,-901,10.961,-901,3.959801653,17.76991736,-901,0,0.12,63.889,0,0,-901,-901,-901,-901,-901,-901,-901,-901,13.12760331,-901,1.268,29.98365766,19.03656198,-901,-901,-901,-901,-901,-901,1.543338843,-901
2/28/1938,11.84052893,20.65983471,0.666446281,78.2478595,78.2478595,90.1368595,50.595,0,-901,11.433,-901,16.17242975,10.60760331,-901,0,0.06,50.595,0,0,-901,-901,-901,-901,-901,-901,-901,-901,161.4466116,-901,0.873,102.0132326,148.9507438,-901,-901,-901,-901,-901,-901,15.10056198,-901
3/31/1938,24.6134876,35.48449587,2.152066116,158.3528926,158.3528926,166.6928926,41.503,0,-901,11.595,-901,25.60958678,7.99338843,-901,0,0.05,41.503,0,0,-901,-901,-901,-901,-901,-901,-901,-901,125.8036364,-901,0.54,175.5022142,200.6955372,-901,-901,-901,-901,-901,-901,16.10975207,-901
4/30/1938,19.30909091,24.30743802,9.348099174,180.9501322,180.9501322,210.7041322,8.856,0,-901,13.191,-901,89.37520661,1.60661157,-901,0,0.2,8.856,0,0,-901,-901,-901,-901,-901,-901,-901,-901,30.45421488,-901,1.097,186.6406192,124.6016529,-901,-901,-901,-901,-901,-901,5.248264463,-901
5/31/1938,19.79900826,21.9633719,25.54809917,335.0542314,335.0542314,256.7722314,76.011,0,-901,22.713,-901,91.24760331,0,-901,0,0.14,76.011,0,0,-901,-901,-901,-901,-901,-901,-901,-901,15.10135537,-901,1.465,342.2043892,105.4512397,-901,-901,-901,-901,-901,-901,2.084429752,-901
6/30/1938,7.58677686,7.18214876,19.83867769,265.418876,265.418876,207.014876,130.662,0,-901,24.237,-901,108.0595041,2.439669421,-901,0,0.49,130.662,0,0,-901,-901,-901,-901,-901,-901,-901,-901,4.587768595,-901,1.739,268.3468943,38.92165289,-901,-901,-901,-901,-901,-901,0.815206612,-901
7/31/1938,2.41646281,2.945256198,1.936859504,51.07914876,51.07914876,52.83014876,126.671,0,-901,24.543,-901,18.17573554,18.13884298,-901,0,0.76,126.671,0,0,-901,-901,-901,-901,-901,-901,-901,-901,1.764694215,-901,1.174,53.07445755,7.728991736,-901,-901,-901,-901,-901,-901,0.33326281,-901
8/31/1938,1.137520661,1.49414876,0.094076033,8.568950413,8.568950413,32.98195041,112.358,0,-901,11.595,-901,3.15431405,25.9477686,-901,0,0.77,112.358,0,0,-901,-901,-901,-901,-901,-901,-901,-901,0.44947438,-901,2.078,7.326093776,2.232,-901,-901,-901,-901,-901,-901,0.143880992,-901
9/30/1938,0.654545455,1.118677686,0.029752066,4.644016529,4.644016529,29.75801653,89.684,0,-901,6.807,-901,2.34446281,25.52727273,-901,0,0.57,89.684,0,0,-901,-901,-901,-901,-901,-901,-901,-901,0.086876033,-901,1.778,4.312672744,1.047272727,-901,-901,-901,-901,-901,-901,0.118413223,-901
10/31/1938,0.92231405,1.543338843,0.316046281,7.957900826,7.957900826,33.22790083,65.778,0,-901,3.717,-901,4.556231405,23.98016529,-901,0,0.25,65.778,0,0,-901,-901,-901,-901,-901,-901,-901,-901,1.155966942,-901,1.476,8.465592804,2.803834711,-901,-901,-901,-901,-901,-901,0.330803306,-901
11/30/1938,1.100826446,1.60661157,0.928264463,13.37652066,13.37652066,34.13752066,42.057,0,-901,4.802,-901,8.47338843,19.81487603,-901,0,0.17,42.057,0,0,-901,-901,-901,-901,-901,-901,-901,-901,2.052892562,-901,1.705,13.32746364,4.165289256,-901,-901,-901,-901,-901,-901,0.561123967,-901
12/31/1938,1.094479339,1.623272727,0.93461157,13.45087603,13.45087603,34.83887603,18.036,0,-901,5.537,-901,1.285090909,27.36198347,-901,0,0.13,18.036,0,0,-901,-901,-901,-901,-901,-901,-901,-901,2.459504132,-901,1.768,13.34677664,4.83907438,-901,-901,-901,-901,-901,-901,0.435332231,-901
1/31/1939,1.211305785,1.820033058,0.51465124,13.13503306,13.13503306,25.62803306,4.95,0,-901,5.368,-901,0.061118678,17.09355372,-901,0,0.07,4.95,0,0,-901,-901,-901,-901,-901,-901,-901,-901,3.381818182,-901,0.692,13.73492388,6.462347107,-901,-901,-901,-901,-901,-901,0.707107438,-901
2/28/1939,1.727206612,2.032661157,0.499834711,15.62484298,15.62484298,14.92284298,9.285,0,-901,0.731,-901,0.066644628,0.999669421,-901,0,0.03,9.285,0,0,-901,-901,-901,-901,-901,-901,-901,-901,10.2854876,-901,0.974,16.76369063,11.47398347,-901,-901,-901,-901,-901,-901,1.577256198,-901
3/31/1939,3.504793388,4.138115702,3.670809917,55.67395868,55.67395868,29.71695868,29.804,0,-901,4.273,-901,0.138347107,2.520991736,-901,0,0.07,29.804,0,0,-901,-901,-901,-901,-901,-901,-901,-901,8.030280992,-901,1.826,57.20767027,27.16522314,-901,-901,-901,-901,-901,-901,1.740099174,-901
4/30/1939,3.713057851,4.105785124,10.12165289,126.2129669,126.2129669,48.48396694,94.693,0,-901,14.918,-901,0.420694215,0.214214876,-901,0,0.29,94.693,0,0,-901,-901,-901,-901,-901,-901,-901,-901,3.552396694,-901,1.905,126.8082039,23.99801653,-901,-901,-901,-901,-901,-901,0.660495868,-901
5/31/1939,1.524892562,1.789289256,5.429355372,76.46293388,76.46293388,35.04793388,129.171,0,-901,19.995,-901,0.971504132,11.1292562,-901,0,0.49,129.171,0,0,-901,-901,-901,-901,-901,-901,-901,-901,1.67861157,-901,1.37,75.93572195,8.620561983,-901,-901,-901,-901,-901,-901,0.341256198,-901
6/30/1939,0.678347107,0.874710744,0.797355372,17.10020661,17.10020661,20.25520661,125.383,0,-901,18.583,-901,0.844958678,14.4,-901,0,0.72,125.383,0,0,-901,-901,-901,-901,-901,-901,-901,-901,0.279669421,-901,1.325,16.78420068,2.320661157,-901,-901,-901,-901,-901,-901,0.069024793,-901
7/31/1939,0.23242314,0.45562314,0.083008264,2.318760331,2.318760331,17.30876033,120.467,0,-901,6.167,-901,0.780892562,16.7861157,-901,0,0.9,120.467,0,0,-901,-901,-901,-901,-901,-901,-901,-901,0.398439669,-901,1.442,2.451492709,0.313586777,-901,-901,-901,-901,-901,-901,0.01051438,-901
8/31/1939,0.091001653,0.348019835,0.00873124,0.915933884,0.915933884,17.19193388,102.937,0,-901,5.147,-901,0.731702479,17.89289256,-901,0,0.88,102.937,0,0,-901,-901,-901,-901,-901,-901,-901,-901,0.004181157,-901,1.394,0.216822892,0.011313719,-901,-901,-901,-901,-901,-901,0.016478678,-901
9/30/1939,0.105322314,0.322512397,0.012495868,2.131041322,2.131041322,17.15504132,86.356,0,-901,5.003,-901,0.508760331,17.79173554,-901,0,0.5,86.356,0,0,-901,-901,-901,-901,-901,-901,-901,-901,0,-901,1.201,2.11829824,0.047603306,-901,-901,-901,-901,-901,-901,0.013864463,-901
10/31/1939,0.347404959,0.719404959,0.374459504,8.599330579,8.599330579,19.68833058,73.489,0,-901,5.191,-901,0.405818182,17.09355372,-901,0,0.37,73.489,0,0,-901,-901,-901,-901,-901,-901,-901,-901,0,-901,1.22,8.321556611,1.506446281,-901,-901,-901,-901,-901,-901,0.112522314,-901
11/30/1939,0.264198347,0.690247934,0.080330579,4.239446281,4.239446281,20.10644628,56.335,0,-901,5.044,-901,0.260033058,18.2677686,-901,0,0.22,56.335,0,0,-901,-901,-901,-901,-901,-901,-901,-901,0,-901,1.214,4.583840845,1.380495868,-901,-901,-901,-901,-901,-901,0.116033058,-901
12/31/1939,0.383682645,0.774743802,0.450089256,9.387669421,9.387669421,30.15966942,32.582,0,-901,6.586,-901,0.100224793,26.25520661,-901,0,0.12,32.582,0,0,-901,-901,-901,-901,-901,-901,-901,-901,0.848528926,-901,1.319,9.962652419,2.281190083,-901,-901,-901,-901,-901,-901,0.274849587,-901
1/31/1940,6.13031405,10.62505785,4.998942149,81.37220661,81.37220661,60.47920661,52.826,0,-901,6.005,-901,0.28837686,6.88661157,-901,0,0.08,52.826,0,0,-901,-901,-901,-901,-901,-901,-901,-901,46.39239669,-901,1.15,87.69601216,76.67504132,-901,-901,-901,-901,-901,-901,4.297983471,-901
2/29/1940,12.25765289,16.91107438,2.657454545,95.34933058,95.34933058,84.44033058,64.586,0,-901,3.987,-901,5.521983471,5.234380165,-901,0,0.07,64.586,0,0,-901,-901,-901,-901,-901,-901,-901,-901,54.50657851,-901,1.097,105.6910873,129.5940496,-901,-901,-901,-901,-901,-901,6.942743802,-901
3/31/1940,17.16119008,20.96112397,8.798876033,157.9491322,157.9491322,130.7841322,86.041,0,-901,8.398,-901,20.57375207,0.36277686,-901,0,0.23,86.041,0,0,-901,-901,-901,-901,-901,-901,-901,-901,58.60998347,-901,1.069,166.8525798,159.4373554,-901,-901,-901,-901,-901,-901,8.208595041,-901
4/30/1940,13.1385124,13.7692562,11.34743802,168.1927934,168.1927934,148.2247934,99.152,0,-901,13.759,-901,41.6231405,9.461157025,-901,0,0.34,99.152,0,0,-901,-901,-901,-901,-901,-901,-901,-901,39.89157025,-901,1.156,176.0666108,93.7785124,-901,-901,-901,-901,-901,-901,4.444958678,-901
5/31/1940,2.976,3.855272727,20.13104132,240.1308843,240.1308843,198.9738843,130.475,0,-901,21.491,-901,90.44826446,24.84099174,-901,0,0.56,130.475,0,0,-901,-901,-901,-901,-901,-901,-901,-901,5.072727273,-901,1.542,238.2035041,28.38267769,-901,-901,-901,-901,-901,-901,0.823933884,-901
6/30/1940,1.213884298,1.95768595,5.676694215,90.08214876,90.08214876,88.54214876,127.04,0,-901,24.14,-901,37.8922314,27.31239669,-901,0,0.72,127.04,0,0,-901,-901,-901,-901,-901,-901,-901,-901,1.564958678,-901,1.606,92.75725046,6.896528926,-901,-901,-901,-901,-901,-901,0.23861157,-901
7/31/1940,0.73785124,1.11292562,0.154333884,8.810859504,8.810859504,34.6728595,112.622,0,-901,10.151,-901,0.573064463,31.78909091,-901,0,0.84,112.622,0,0,-901,-901,-901,-901,-901,-901,-901,-901,0.700958678,-901,1.705,8.769395279,1.654016529,-901,-901,-901,-901,-901,-901,0.032342479,-901
8/31/1940,0.349864463,0.713256198,0.021828099,3.177214876,3.177214876,30.43021488,84.478,0,-901,8.652,-901,0.403973554,29.20661157,-901,0,0.8,84.478,0,0,-901,-901,-901,-901,-901,-901,-901,-901,0.078089256,-901,1.59,2.246221157,0.111292562,-901,-901,-901,-901,-901,-901,0.007931901,-901
9/30/1940,0.30585124,0.678347107,0.011900826,2.351008264,2.351008264,29.63900826,55.816,0,-901,8.256,-901,0.18446281,29.45454545,-901,0,0.39,55.816,0,0,-901,-901,-901,-901,-901,-901,-901,-901,0.002558678,-901,1.38,1.979676997,0.09461157,-901,-901,-901,-901,-901,-901,0.030347107,-901
10/31/1940,1.020694215,0.762446281,0.012481983,3.389123967,3.389123967,26.16912397,35.933,0,-901,3.766,-901,0.081778512,19.98347107,-901,0,0.23,35.933,0,0,-901,-901,-901,-901,-901,-901,-901,-901,0.170320661,-901,1.363,3.330723754,0.688661157,-901,-901,-901,-901,-901,-901,0.092846281,-901
11/30/1940,0.934214876,0.844958678,0.120198347,6.251115702,6.251115702,14.6261157,26.943,0,-901,3.03,-901,0.066049587,9.996694215,-901,0,0.1,26.943,0,0,-901,-901,-901,-901,-901,-901,-901,-901,1.42214876,-901,1.251,5.782975325,2.16,-901,-901,-901,-901,-901,-901,0.223735537,-901
12/31/1940,3.105123967,4.193454545,1.647867769,31.54566116,31.54566116,31.19266116,24.636,0,-901,4.506,-901,0.136502479,12.42049587,-901,0,0.08,24.636,0,0,-901,-901,-901,-901,-901,-901,-901,-901,18.33560331,-901,1.104,34.76655854,27.70016529,-901,-901,-901,-901,-901,-901,2.207404959,-901
1/31/1941,4.84522314,5.601520661,0.983801653,38.43439669,38.43439669,50.11239669,12.72,0,-901,3.621,-901,0.179543802,22.75041322,-901,0,0.06,12.72,0,0,-901,-901,-901,-901,-901,-901,-901,-901,24.18922314,-901,1.063,41.81759916,49.73732231,-901,-901,-901,-901,-901,-901,2.920661157,-901
2/28/1941,8.141752066,13.75100826,2.749090909,69.40571074,69.40571074,76.47471074,0.449,0,-901,7.904,-901,14.18975207,13.32892562,-901,0,0.04,0.449,0,0,-901,-901,-901,-901,-901,-901,-901,-901,47.23993388,-901,0.879,75.34974622,79.91801653,-901,-901,-901,-901,-901,-901,5.720330579,-901
3/31/1941,11.87940496,16.23272727,4.254942149,96.8083719,96.8083719,94.8753719,1.111,0,-901,7.943,-901,21.9941157,1.352727273,-901,0,0,1.111,0,0,-901,-901,-901,-901,-901,-901,-901,-901,50.25996694,-901,1.232,102.6086799,83.6231405,-901,-901,-901,-901,-901,-901,5.251041322,-901
4/30/1941,10.3477686,14.12628099,6.402644628,107.2563471,107.2563471,69.79834711,35.159,0,-901,10.04,-901,0.18446281,1.547107438,-901,0,0.01,35.159,0,0,-901,-901,-901,-901,-901,-901,-901,-901,48.41256198,-901,1.303,111.4738003,80.80661157,-901,-901,-901,-901,-901,-901,4.718677686,-901
5/31/1941,8.55907438,8.688198347,25.33904132,285.832314,285.832314,201.802314,106.442,0,-901,21.06,-901,86.57454545,1.10677686,-901,0,0.26,106.442,0,0,-901,-901,-901,-901,-901,-901,-901,-901,8.122512397,-901,1.467,285.5828926,55.64013223,-901,-901,-901,-901,-901,-901,1.315834711,-901
6/30/1941,2.653884298,3.21322314,12.84694215,166.8915289,166.8915289,137.2165289,129.822,0,-901,25.367,-901,77.83140496,13.56694215,-901,0,0.47,129.822,0,0,-901,-901,-901,-901,-901,-901,-901,-901,2.820495868,-901,1.518,168.8583381,16.56595041,-901,-901,-901,-901,-901,-901,0.473057851,-901
7/31/1941,1.697057851,1.617123967,1.352727273,34.76130579,34.76130579,42.13130579,122.731,0,-901,22.648,-901,4.943603306,27.42347107,-901,0,0.77,122.731,0,0,-901,-901,-901,-901,-901,-901,-901,-901,0.848528926,-901,1.67,34.30395045,3.412561983,-901,-901,-901,-901,-901,-901,0.134657851,-901
8/31/1941,0.372614876,0.940760331,0.055707769,4.637727273,4.637727273,32.60072727,106.7,0,-901,8.446,-901,0.836231405,28.65322314,-901,0,0.61,106.7,0,0,-901,-901,-901,-901,-901,-901,-901,-901,0.236727273,-901,1.66,4.369269631,0.854677686,-901,-901,-901,-901,-901,-901,0.056753058,-901
9/30/1941,0.455206612,0.815206612,0.013864463,3.492173554,3.492173554,29.85917355,82.616,0,-901,4.178,-901,0.642644628,24.39669421,-901,0,0.52,82.616,0,0,-901,-901,-901,-901,-901,-901,-901,-901,0.068429752,-901,1.465,3.12572424,0.513520661,-901,-901,-901,-901,-901,-901,0.058492562,-901
10/31/1941,0.425494215,0.842380165,0.016847603,4.19131405,4.19131405,32.17031405,52.888,0,-901,4.178,-901,0.301904132,30.55933884,-901,0,0.28,52.888,0,0,-901,-901,-901,-901,-901,-901,-901,-901,0.239186777,-901,1.469,2.538284898,1.12522314,-901,-901,-901,-901,-901,-901,-901,-901
11/30/1941,0.755702479,0.934214876,0.666446281,11.72580992,11.72580992,31.10280992,31.988,0,-901,4.178,-901,0.146975207,26.30082645,-901,0,0.12,31.988,0,0,-901,-901,-901,-901,-901,-901,-901,-901,1.184132231,-901,1.403,10.78705586,3.207272727,-901,-901,-901,-901,-901,-901,-901,-901
12/31/1941,3.209652893,3.621619835,4.328727273,66.45545455,66.45545455,42.88145455,51.828,0,-901,6.635,-901,0.598889256,14.20363636,-901,0,0.03,51.828,0,0,-901,-901,-901,-901,-901,-901,-901,-901,14.99067769,-901,1.247,68.30838556,23.64198347,-901,-901,-901,-901,-901,-901,-901,-901
1/31/1942,10.11471074,14.63404959,3.16661157,97.06213223,97.06213223,86.14413223,59.041,0,-901,9.197,-901,5.804429752,15.43338843,-901,0,0.09,59.041,0,0,-901,-901,-901,-901,-901,-901,-901,-901,68.49719008,-901,1.053,107.2636291,109.8168595,-901,-901,-901,-901,-901,-901,-901,-901
2/28/1942,11.85719008,14.03424793,1.777190083,76.10601653,76.10601653,106.7980165,30.525,0,-901,5.996,-901,39.4425124,6.55338843,-901,0,0.1,30.525,0,0,-901,-901,-901,-901,-901,-901,-901,-901,39.93679339,-901,0.925,82.05588519,106.353719,-901,-901,-901,-901,-901,-901,-901,-901
3/31/1942,6.148760331,8.104066116,2.299636364,60.90219835,60.90219835,65.97619835,24.326,0,-901,5.801,-901,10.13930579,16.35570248,-901,0,0.15,24.326,0,0,-901,-901,-901,-901,-901,-901,-901,-901,19.55920661,-901,1.17,63.99574453,46.79821488,-901,-901,-901,-901,-901,-901,-901,-901
4/30/1942,12.81123967,16.92892562,9.00892562,153.3242149,153.3242149,111.0942149,57.579,0,-901,13.387,-901,17.48826446,8.925619835,-901,0,0.14,57.579,0,0,-901,-901,-901,-901,-901,-901,-901,-901,27.88958678,-901,1.251,152.9269303,85.32892562,-901,-901,-901,-901,-901,-901,-901,-901
5/31/1942,12.88780165,15.16284298,16.06056198,221.3897107,221.3897107,192.3947107,78.415,0,-901,20.071,-901,83.06975207,0.983801653,-901,0,0.29,78.415,0,0,-901,-901,-901,-901,-901,-901,-901,-901,19.7621157,-901,1.185,218.1282399,85.5292562,-901,-901,-901,-901,-901,-901,-901,-901
6/30/1942,6.003966942,6.075371901,20.23735537,241.0781818,241.0781818,182.6181818,130.009,0,-901,25.089,-901,100.8595041,0.178512397,-901,0,0.53,130.009,0,0,-901,-901,-901,-901,-901,-901,-901,-901,6.12892562,-901,1.318,241.4137586,36.56528926,-901,-901,-901,-901,-901,-901,-901,-901
7/31/1942,1.961454545,2.582479339,2.268892562,51.96090083,51.96090083,60.75590083,120.738,0,-901,23.166,-901,14.31431405,30.43636364,-901,0,0.77,120.738,0,0,-901,-901,-901,-901,-901,-901,-901,-901,1.801586777,-901,1.629,52.11436476,8.276231405,-901,-901,-901,-901,-901,-901,-901,-901
8/31/1942,1.039140496,1.401917355,0.02976,8.196603306,8.196603306,34.70360331,104.469,0,-901,10.605,-901,0.719404959,29.51404959,-901,0,0.73,104.469,0,0,-901,-901,-901,-901,-901,-901,-901,-901,0.345560331,-901,1.593,8.033250567,2.361123967,-901,-901,-901,-901,-901,-901,-901,-901
9/30/1942,0.672396694,1.041322314,0.009699174,4.170752066,4.170752066,30.98975207,78.112,0,-901,8.129,-901,0.449256198,26.53884298,-901,0,0.53,78.112,0,0,-901,-901,-901,-901,-901,-901,-901,-901,0.141619835,-901,1.484,4.341167305,1.225785124,-901,-901,-901,-901,-901,-901,-901,-901
10/31/1942,0.645619835,0.916165289,-901,3.573520661,3.573520661,31.64152066,50.841,0,-901,5.595,-901,0.255173554,28.34578512,-901,0,0.32,50.841,0,0,-901,-901,-901,-901,-901,-901,-901,-901,0.070710744,-901,1.417,2.945897345,1.647867769,-901,-901,-901,-901,-901,-901,-901,-901
11/30/1942,3.96892562,3.129917355,-901,35.214,35.214,42.48,42.113,0,-901,5.728,-901,0.153520661,19.9338843,-901,0,0.15,42.113,0,0,-901,-901,-901,-901,-901,-901,-901,-901,10.44892562,-901,1.179,36.6379196,20.55867769,-901,-901,-901,-901,-901,-901,-901,-901
12/31/1942,3.553983471,4.181157025,-901,52.82552893,52.82552893,46.97652893,43.857,0,-901,8.512,-901,0.156178512,15.37190083,-901,0,0.09,43.857,0,0,-901,-901,-901,-901,-901,-901,-901,-901,18.79061157,-901,1.231,55.7500058,38.03008264,-901,-901,-901,-901,-901,-901,-901,-901
1/31/1943,12.02082645,16.82300826,-901,107.0813802,107.0813802,92.35438017,57.25,0,-901,8.727,-901,0.425494215,11.49818182,-901,0,0.08,57.25,0,0,-901,-901,-901,-901,-901,-901,-901,-901,62.40991736,-901,1.039,116.7884905,137.8552066,-901,-901,-901,-901,-901,-901,-901,-901
2/28/1943,9.891173554,11.55173554,-901,76.40336364,76.40336364,64.75636364,69.194,0,-901,7.378,-901,0.303233058,6.275702479,-901,0,0.08,69.194,0,0,-901,-901,-901,-901,-901,-901,-901,-901,42.85249587,-901,0.972,82.14463118,81.7507438,-901,-901,-901,-901,-901,-901,-901,-901
3/31/1943,24.09084298,30.0858843,-901,192.3934793,192.3934793,166.2624793,92.984,0,-901,8.531,-901,15.10135537,2.951404959,-901,0,0.21,92.984,0,0,-901,-901,-901,-901,-901,-901,-901,-901,109.8783471,-901,0.978,210.3282009,248.8403306,-901,-901,-901,-901,-901,-901,-901,-901
4/30/1943,10.37752066,11.37719008,-901,184.4291736,184.4291736,168.0991736,101.668,0,-901,14.708,-901,65.63305785,11.18677686,-901,0,0.35,101.668,0,0,-901,-901,-901,-901,-901,-901,-901,-901,19.09487603,-901,1.119,187.7667995,73.96363636,-901,-901,-901,-901,-901,-901,-901,-901
5/31/1943,5.447801653,5.706049587,-901,208.4400579,208.4400579,168.3530579,131.036,0,-901,23.575,-901,96.28958678,0.252099174,-901,0,0.5,131.036,0,0,-901,-901,-901,-901,-901,-901,-901,-901,7.501487603,-901,1.352,209.0421213,34.19940496,-901,-901,-901,-901,-901,-901,-901,-901
6/30/1943,2.850247934,3.177520661,-901,113.8097686,113.8097686,111.8677686,129.636,0,-901,24.971,-901,68.25123967,3.451239669,-901,0,0.63,129.636,0,0,-901,-901,-901,-901,-901,-901,-901,-901,3.492892562,-901,1.316,118.2580707,15.42347107,-901,-901,-901,-901,-901,-901,-901,-901
7/31/1943,1.420363636,1.697057851,-901,25.94900826,25.94900826,34.67900826,122.46,0,-901,21.172,-901,0.509732231,24.65652893,-901,0,0.84,122.46,0,0,-901,-901,-901,-901,-901,-901,-901,-901,1.383471074,-901,1.405,25.49444851,5.01738843,-901,-901,-901,-901,-901,-901,-901,-901
8/31/1943,0.971504132,0.965355372,-901,7.027140496,7.027140496,32.2871405,106.959,0,-901,9.194,-901,0.441480992,25.33289256,-901,0,0.82,106.959,0,0,-901,-901,-901,-901,-901,-901,-901,-901,0.120515702,-901,1.399,6.248158584,1.820033058,-901,-901,-901,-901,-901,-901,-901,-901
9/30/1943,0.672396694,0.684297521,-901,3.378438017,3.378438017,30.78743802,81.616,0,-901,5.204,-901,0.266578512,25.1107438,-901,0,0.65,81.616,0,0,-901,-901,-901,-901,-901,-901,-901,-901,0,-901,1.274,2.525995468,0.963966942,-901,-901,-901,-901,-901,-901,-901,-901
10/31/1943,2.084429752,0.836231405,0.00614876,5.682099174,5.682099174,32.98809917,53.202,0,-901,4.86,-901,0.150644628,28.77619835,-901,0,0.25,53.202,0,0,-901,-901,-901,-901,-901,-901,-901,-901,0.471609917,-901,1.202,5.531882322,2.022942149,-901,-901,-901,-901,-901,-901,-901,-901
11/30/1943,0.797355372,1.047272727,0.011900826,4.558297521,4.558297521,30.92429752,25.848,0,-901,4.643,-901,0.091041322,28.02644628,-901,0,0.11,25.848,0,0,-901,-901,-901,-901,-901,-901,-901,-901,1.380495868,-901,1.095,4.948345808,3.052561983,-901,-901,-901,-901,-901,-901,-901,-901
12/31/1943,1.076033058,1.285090909,0.122975207,8.556297521,8.556297521,17.86829752,15.034,0,-901,5.138,-901,0.04464,12.23603306,-901,0,0.03,15.034,0,0,-901,-901,-901,-901,-901,-901,-901,-901,2.256595041,-901,0.977,9.729045076,4.617719008,-901,-901,-901,-901,-901,-901,-901,-901
1/31/1944,1.844628099,2.121322314,0.307438017,13.03395041,13.03395041,22.56595041,5.513,0,-901,4.178,-901,0.057490909,12.85090909,-901,0,0.04,5.513,0,0,-901,-901,-901,-901,-901,-901,-901,-901,5.39861157,-901,0.909,14.45118618,10.64965289,-901,-901,-901,-901,-901,-901,-901,-901
2/29/1944,2.743735537,3.589289256,0.460165289,23.08067769,23.08067769,22.07067769,5.172,0,-901,4.668,-901,0.052343802,6.097190083,-901,0,0.03,5.172,0,0,-901,-901,-901,-901,-901,-901,-901,-901,20.69018182,-901,0.831,27.24667177,34.0694876,-901,-901,-901,-901,-901,-901,-901,-901
3/31/1944,4.568528926,6.265586777,2.152066116,46.74559504,46.74559504,40.20059504,9.228,0,-901,6.161,-901,0.114981818,10.57586777,-901,0,0.065,9.228,0,0,-901,-901,-901,-901,-901,-901,-901,-901,36.02558678,-901,0.931,48.91387385,47.46842975,-901,-901,-901,-901,-901,-901,-901,-901
4/30/1944,4.165289256,5.135206612,4.617520661,66.8367438,66.8367438,50.3107438,17.614,0,-901,13.128,-901,0.092231405,18.38677686,-901,0,0.15,17.614,0,0,-901,-901,-901,-901,-901,-901,-901,-901,6.27768595,-901,1.023,66.9176069,32.79867769,-901,-901,-901,-901,-901,-901,-901,-901
5/31/1944,4.734545455,5.712198347,17.25957025,189.0843554,189.0843554,85.03735537,112.006,0,-901,21.333,-901,7.310876033,2.643966942,-901,0,0.31,112.006,0,0,-901,-901,-901,-901,-901,-901,-901,-901,3.54168595,-901,1.14,188.2626119,38.58961983,-901,-901,-901,-901,-901,-901,-901,-901
6/30/1944,1.951735537,1.939834711,5.765950413,79.81389256,79.81389256,58.21289256,128.799,0,-901,24.242,-901,10.84760331,21.36198347,-901,0,0.74,128.799,0,0,-901,-901,-901,-901,-901,-901,-901,-901,1.297190083,-901,1.159,79.02622817,12.03768595,-901,-901,-901,-901,-901,-901,-901,-901
7/31/1944,0.470380165,0.836231405,0.317890909,12.11282645,12.11282645,30.62082645,122.46,0,-901,9.985,-901,1.813884298,24.1031405,-901,0,0.76,122.46,0,0,-901,-901,-901,-901,-901,-901,-901,-901,0.05773686,-901,1.328,11.91422434,2.152066116,-901,-901,-901,-901,-901,-901,-901,-901
