,I_MFM008,I_SFM005,I_COL003,I_SLTSP,I_UBEAR,I_NFM010,I_TGC003,I_NHGAN,I_PARDE,I_CMCHE,I_MOK079,I_JNKSN,I_CMP001,I_CMP014,I_CSM035,I_AMADR,I_DSC035,I_DEE023
1998-11-30,1.75,1.98,0.8,7.77,1.71,3.79,0.28,3.58,0.25,0.25,1.33,0.31,0.36,0.96,6.48,0.61,1.24,1.47
1998-12-31,2.37,2.64,2.03,10.46,2.31,6.58,0.49,4.88,0.34,0.34,3.64,0.63,0.57,1.54,13.45,1.23,3.35,2.91
1999-01-31,7.32,9.68,2.44,18.48,4.08,12.25,0.92,34.34,2.4,2.4,8.34,3.02,1.42,3.84,46.61,4.56,12.66,9.85
1999-02-28,18.94,23.86,2.5,22.53,4.97,29.31,2.19,88.3,6.18,6.18,17.07,8.62,5.04,13.62,143.81,13.32,38.22,20.93
1999-03-31,11.23,13.15,3.4,23.89,5.27,20.02,1.5,24.56,1.72,1.72,9.29,4.36,3.6,9.73,72.48,6.98,17.03,5.86
1999-04-30,10.84,12.85,7.18,39.03,8.61,31.99,2.39,20.51,1.44,1.44,5.28,3.19,2.97,8.03,53.97,5.52,10.19,2.84
1999-05-31,7.32,7.17,21.78,132.08,29.15,49.74,3.72,8.14,0.57,0.57,0.31,1.38,2.54,6.85,33.73,3.86,3.08,0.38
1999-06-30,3.88,3.17,12.42,94.38,20.83,26.2,1.96,4.16,0.29,0.29,10.98,0.46,0.99,2.68,10.51,1.5,1.12,0.05
1999-07-31,1.61,1.8,1.05,16.03,3.54,0.0,0.0,1.99,0.14,0.14,4.15,0.16,0.4,1.08,3.3,0.47,0.33,0.01
1999-08-31,1.16,1.03,0.03,2.22,0.49,0.4,0.03,1.48,0.1,0.1,1.75,0.13,0.39,1.06,2.67,0.31,0.16,0.0
1999-09-30,0.8,0.66,0.01,0.31,0.07,0.55,0.04,0.92,0.06,0.06,1.21,0.13,0.26,0.71,1.46,0.2,0.08,0.0
1999-10-31,0.76,0.68,0.02,0.0,0.0,0.55,0.04,0.9,0.06,0.06,2.18,0.13,0.26,0.7,1.6,0.2,0.31,0.42
1999-11-30,1.04,1.25,0.29,2.35,0.52,1.23,0.09,2.15,0.15,0.15,3.93,0.21,0.28,0.75,4.0,0.41,0.79,0.95
1999-12-31,1.08,1.16,0.25,2.31,0.51,2.24,0.17,1.61,0.11,0.11,1.48,0.2,0.24,0.64,3.24,0.4,0.92,0.94
2000-01-31,6.68,8.79,2.59,16.54,3.65,15.51,1.16,33.42,2.34,2.34,4.51,2.7,1.25,3.37,44.78,4.27,11.48,9.27
2000-02-29,13.78,19.19,3.23,23.19,5.12,25.93,1.94,99.73,6.98,6.98,9.67,7.85,3.2,8.64,133.36,12.37,34.19,18.3
2000-03-31,11.1,14.55,5.07,30.8,6.8,19.56,1.46,35.01,2.45,2.45,10.25,4.09,3.05,8.25,65.11,6.36,14.14,4.64
2000-04-30,6.99,8.44,11.58,75.2,16.6,16.45,1.23,10.24,0.72,0.72,3.31,1.5,1.86,5.01,28.82,3.27,4.5,1.08
2000-05-31,5.53,5.7,15.66,124.89,27.57,28.25,2.11,9.19,0.64,0.64,2.63,0.94,1.74,4.7,24.4,2.71,2.09,0.23
2000-06-30,2.7,2.49,3.91,42.52,9.38,8.21,0.61,3.21,0.22,0.22,3.93,0.25,0.59,1.59,6.65,0.82,0.59,0.02
2000-07-31,0.97,1.29,0.12,5.24,1.16,1.28,0.1,1.48,0.1,0.1,5.86,0.12,0.35,0.94,2.91,0.34,0.23,0.01
2000-08-31,0.6,0.71,0.01,0.78,0.17,0.37,0.03,0.91,0.06,0.06,4.73,0.08,0.32,0.86,1.46,0.19,0.09,0.0
2000-09-30,0.8,0.68,0.01,1.13,0.25,0.89,0.07,1.34,0.09,0.09,2.71,0.11,0.11,0.3,1.43,0.17,0.07,0.0
2000-10-31,1.33,1.13,0.03,2.1,0.46,0.36,0.03,3.48,0.24,0.24,2.81,0.17,0.31,0.85,3.41,0.33,0.49,0.63
2000-11-30,0.98,1.2,0.22,2.85,0.63,1.82,0.14,0.64,0.04,0.04,1.44,0.15,0.21,0.56,3.07,0.32,0.63,0.62
2000-12-31,1.05,1.29,0.41,1.49,0.33,2.48,0.19,1.35,0.09,0.09,1.14,0.26,0.3,0.8,4.1,0.43,0.85,0.83
2001-01-31,1.38,1.81,0.44,3.86,0.85,4.2,0.31,5.91,0.41,0.41,0.16,0.47,0.25,0.69,7.34,0.75,1.47,1.25
2001-02-28,2.46,3.04,0.8,6.31,1.39,3.6,0.27,83.2,5.82,5.82,0.85,0.95,0.39,1.04,17.81,1.68,3.35,2.5
2001-03-31,4.78,5.83,4.88,29.65,6.54,9.2,0.69,61.02,4.27,4.27,1.72,1.57,0.91,2.45,25.94,2.58,5.2,2.68
2001-04-30,5.88,7.17,6.13,48.28,10.66,11.73,0.88,7.08,0.5,0.5,1.73,1.56,1.12,3.02,23.85,2.6,4.17,1.52
2001-05-31,3.39,3.38,9.0,92.29,20.37,10.1,0.75,0.03,0.0,0.0,2.86,0.53,0.96,2.59,13.57,1.6,1.09,0.18
2001-06-30,0.92,0.95,0.41,7.26,1.6,1.27,0.09,0.6,0.04,0.04,0.83,0.08,0.39,1.06,2.34,0.3,0.17,0.01
2001-07-31,0.5,0.42,0.02,1.45,0.32,0.64,0.05,0.76,0.05,0.05,0.99,0.04,0.32,0.87,0.97,0.14,0.08,0.0
2001-08-31,0.55,0.25,0.01,0.55,0.12,0.72,0.05,0.56,0.04,0.04,0.49,0.04,0.29,0.78,0.58,0.09,0.05,0.0
2001-09-30,0.42,0.24,0.0,4.4,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.2,0.54,0.4,0.08,0.02,0.0
2001-10-31,0.45,0.19,0.01,0.0,0.0,0.0,0.0,2.52,0.18,0.18,0.0,0.05,0.15,0.39,0.0,0.08,0.11,0.16
2001-11-30,0.74,0.98,0.9,7.08,1.56,0.41,0.03,0.08,0.01,0.01,2.7,0.17,0.3,0.81,3.01,0.34,0.59,0.74
2001-12-31,3.18,3.85,1.25,11.53,2.54,5.61,0.42,17.62,1.23,1.23,3.37,0.97,0.65,1.74,18.09,1.67,3.95,3.61
2002-01-31,4.29,4.75,2.09,13.94,3.08,12.68,0.95,18.45,1.29,1.29,4.52,1.75,0.85,2.29,32.37,2.95,7.27,5.11
2002-02-28,3.33,4.26,2.1,14.9,3.29,5.03,0.38,13.6,0.95,0.95,4.79,1.99,0.82,2.23,30.24,2.84,7.21,4.13
2002-03-31,6.87,8.21,3.36,23.04,5.08,14.55,1.09,26.16,1.83,1.83,5.28,2.79,1.42,3.84,49.56,4.73,10.66,4.2
2002-04-30,5.61,5.8,11.16,77.62,17.13,13.22,0.99,7.41,0.52,0.52,6.31,1.61,1.34,3.62,25.91,2.95,4.59,1.32
2002-05-31,3.17,2.91,12.97,105.92,23.38,9.57,0.72,6.75,0.47,0.47,4.97,0.6,0.97,2.61,13.66,1.76,1.24,0.15
2002-06-30,1.24,1.17,4.25,37.01,8.17,8.78,0.66,3.9,0.27,0.27,3.4,0.18,0.45,1.23,5.58,0.6,0.4,0.02
2002-07-31,0.51,0.41,0.1,5.43,1.2,1.7,0.13,1.37,0.1,0.1,0.88,0.07,0.37,1.01,1.38,0.2,0.12,0.01
2002-08-31,0.31,0.23,0.01,0.0,0.0,2.54,0.19,2.35,0.16,0.16,0.95,0.05,0.31,0.84,0.65,0.11,0.04,0.0
2002-09-30,0.29,0.23,0.01,0.0,0.0,0.76,0.06,1.8,0.13,0.13,0.34,0.06,0.25,0.67,0.38,0.09,0.03,0.0
2002-10-31,0.37,0.29,0.01,0.6,0.13,0.22,0.02,0.0,0.0,0.0,0.17,0.06,0.18,0.49,0.0,0.08,0.12,0.16
2002-11-30,0.71,0.66,1.77,10.57,2.33,0.0,0.0,1.85,0.13,0.13,3.35,0.18,0.27,0.72,3.3,0.34,0.59,0.74
2002-12-31,1.96,2.63,1.3,7.18,1.59,2.93,0.22,15.24,1.07,1.07,2.32,0.77,0.62,1.67,13.84,1.38,3.31,3.02
2003-01-31,2.66,2.95,2.86,18.78,4.14,6.74,0.5,6.53,0.46,0.46,4.56,1.05,0.76,2.06,16.14,1.62,4.0,3.1
2003-02-28,2.89,2.64,2.23,16.33,3.61,3.27,0.24,3.95,0.28,0.28,4.79,0.78,0.69,1.85,14.49,1.37,3.45,2.34
2003-03-31,3.36,3.91,5.18,30.97,6.83,2.51,0.19,5.17,0.36,0.36,7.06,1.3,0.93,2.52,21.06,2.01,5.15,3.29
2003-04-30,9.69,11.05,5.09,42.27,9.33,14.42,1.08,20.21,1.41,1.41,6.55,3.41,2.37,6.39,56.62,5.51,13.54,6.02
2003-05-31,10.06,10.61,17.13,116.87,25.79,31.57,2.36,9.52,0.67,0.67,8.83,2.9,3.74,10.1,49.76,5.51,8.08,2.24
2003-06-30,2.85,2.16,9.56,85.1,18.78,17.62,1.32,1.11,0.08,0.08,7.58,0.38,0.77,2.07,10.76,1.2,0.83,0.06
2003-07-31,0.8,0.77,0.27,9.98,2.2,2.32,0.17,0.04,0.0,0.0,2.07,0.1,0.49,1.33,2.55,0.31,0.21,0.01
2003-08-31,0.57,0.38,0.06,0.0,0.0,0.97,0.07,0.0,0.0,0.0,0.39,0.07,0.27,0.74,1.27,0.16,0.07,0.0
2003-09-30,0.38,0.14,0.01,0.0,0.0,1.23,0.09,0.0,0.0,0.0,0.56,0.05,0.2,0.54,0.5,0.08,0.03,0.0
2003-10-31,0.42,0.28,0.0,0.0,0.0,1.72,0.13,0.19,0.01,0.01,0.27,0.05,0.18,0.49,0.58,0.08,0.1,0.15
2003-11-30,0.75,0.66,0.02,1.84,0.41,1.16,0.09,0.37,0.03,0.03,1.16,0.09,0.19,0.5,1.75,0.19,0.3,0.38
2003-12-31,2.66,2.99,1.24,11.9,2.63,5.04,0.38,9.97,0.7,0.7,3.33,0.64,0.63,1.71,11.47,1.17,2.55,2.43
2004-01-31,2.75,3.28,1.46,4.91,1.08,7.61,0.57,14.48,1.01,1.01,1.75,0.99,0.53,1.42,16.4,1.61,3.67,2.82
2004-02-29,5.08,6.15,1.45,13.28,2.93,10.85,0.81,24.98,1.75,1.75,4.51,2.41,1.02,2.75,39.35,3.78,8.9,5.46
2004-03-31,7.48,8.74,8.61,48.02,10.6,17.71,1.32,11.66,0.82,0.82,7.38,2.49,1.65,4.47,41.25,4.19,8.36,3.1
2004-04-30,3.9,3.68,10.51,74.34,16.41,10.2,0.76,2.99,0.21,0.21,2.67,0.93,1.06,2.85,18.41,2.06,2.39,0.61
2004-05-31,1.92,1.34,9.42,83.46,18.42,0.24,0.02,1.16,0.08,0.08,2.68,0.33,0.67,1.81,8.95,1.02,0.67,0.07
2004-06-30,0.82,0.6,1.24,22.66,5.0,1.47,0.11,0.85,0.06,0.06,1.78,0.09,0.43,1.16,2.59,0.32,0.2,0.01
2004-07-31,0.44,0.22,0.05,3.27,0.72,1.06,0.08,0.67,0.05,0.05,0.61,0.05,0.41,1.1,1.12,0.16,0.1,0.0
2004-08-31,0.29,0.19,0.01,0.41,0.09,0.95,0.07,0.71,0.05,0.05,0.48,0.04,0.36,0.97,0.72,0.11,0.05,0.0
2004-09-30,0.3,0.2,0.01,0.0,0.0,0.94,0.07,0.25,0.02,0.02,0.39,0.06,0.28,0.77,0.47,0.09,0.03,0.0
2004-10-31,0.62,0.71,0.3,4.18,0.92,1.5,0.11,1.06,0.07,0.07,2.08,0.19,0.14,0.38,2.84,0.29,0.46,0.61
2004-11-30,0.7,0.82,0.91,5.84,1.29,0.0,0.0,1.92,0.13,0.13,2.32,0.21,0.18,0.49,4.0,0.4,0.8,0.96
2004-12-31,1.92,2.45,2.35,9.58,2.11,4.33,0.32,18.71,1.31,1.31,4.19,0.77,0.61,1.65,13.52,1.5,3.88,3.6
2005-01-31,8.58,12.14,2.28,16.63,3.67,17.36,1.3,74.79,5.24,5.24,6.83,4.01,1.97,5.31,67.26,6.24,17.51,13.18
2005-02-28,8.13,10.77,1.92,18.04,3.98,14.57,1.09,30.61,2.14,2.14,7.68,2.61,1.33,3.6,41.05,4.33,12.41,8.05
2005-03-31,15.21,20.42,4.07,31.25,6.9,25.97,1.94,76.93,5.39,5.39,13.6,6.64,3.03,8.17,100.03,9.95,28.51,13.27
2005-04-30,12.97,15.62,6.95,48.9,10.79,22.3,1.67,22.86,1.6,1.6,11.25,4.37,2.46,6.63,67.26,6.83,16.25,5.43
2005-05-31,13.96,13.77,26.83,174.73,38.56,36.97,2.76,12.54,0.88,0.88,19.35,3.89,3.81,10.29,85.13,7.93,11.5,2.81
2005-06-30,4.92,4.29,17.44,115.53,25.5,22.84,1.71,4.42,0.31,0.31,13.38,0.87,1.51,4.08,28.69,2.65,2.04,0.16
2005-07-31,1.72,1.94,2.58,33.83,7.47,0.07,0.01,1.81,0.13,0.13,5.42,0.24,0.45,1.21,7.31,0.72,0.51,0.02
2005-08-31,0.93,0.73,0.04,4.29,0.95,0.0,0.0,1.11,0.08,0.08,0.75,0.13,0.22,0.59,2.66,0.29,0.13,0.0
2005-09-30,0.63,0.5,0.01,0.0,0.0,1.74,0.13,0.18,0.01,0.01,0.87,0.12,0.14,0.37,1.36,0.18,0.07,0.0
2005-10-31,0.83,0.55,0.01,3.68,0.81,0.48,0.04,0.93,0.07,0.07,1.1,0.14,0.09,0.24,1.55,0.2,0.32,0.43
2005-11-30,0.72,0.89,0.36,3.84,0.85,1.25,0.09,0.72,0.05,0.05,2.64,0.17,0.11,0.31,2.41,0.25,0.41,0.54
2005-12-31,8.24,10.47,12.19,45.17,9.97,30.41,2.27,30.56,2.14,2.14,20.65,4.54,2.73,7.38,79.59,7.63,20.84,18.68
2006-01-31,14.56,15.48,5.69,49.94,11.02,24.95,1.86,56.88,3.98,3.98,21.13,5.83,2.66,7.17,98.85,9.22,27.49,18.22
2006-02-28,8.3,8.85,6.8,35.75,7.89,14.83,1.11,15.19,1.06,1.06,10.62,3.12,1.45,3.91,54.71,5.01,15.0,9.57
2006-03-31,19.63,22.04,3.94,33.39,7.37,37.43,2.8,96.74,6.77,6.77,12.13,8.96,3.48,9.39,135.04,12.77,39.15,19.14
2006-04-30,45.51,48.65,9.4,74.2,16.38,92.37,6.9,162.69,11.39,11.39,17.69,15.31,9.35,25.23,256.15,25.19,58.23,18.44
2006-05-31,18.05,17.19,24.44,178.19,39.33,54.65,4.08,15.16,1.06,1.06,22.8,2.81,4.29,11.58,76.44,7.9,6.53,0.72
2006-06-30,4.61,4.94,12.8,121.89,26.9,14.07,1.05,5.45,0.38,0.38,17.36,0.65,1.21,3.27,20.45,2.12,1.63,0.07
2006-07-31,2.21,2.34,0.84,18.91,4.17,2.47,0.18,2.41,0.17,0.17,4.11,0.28,0.44,1.2,6.8,0.7,0.49,0.02
2006-08-31,1.16,1.16,0.01,2.71,0.6,0.86,0.06,0.97,0.07,0.07,1.64,0.18,0.28,0.77,3.39,0.37,0.14,0.0
2006-09-30,0.7,0.61,0.01,0.92,0.2,1.9,0.14,0.73,0.05,0.05,1.43,0.18,0.19,0.5,2.21,0.26,0.11,0.0
2006-10-31,1.09,0.91,0.01,2.72,0.6,0.29,0.02,1.02,0.07,0.07,0.85,0.17,0.18,0.49,3.57,0.32,0.48,0.63
2006-11-30,1.36,1.33,0.74,5.07,1.12,3.03,0.23,1.8,0.13,0.13,1.91,0.21,0.21,0.56,4.31,0.44,0.93,0.88
2006-12-31,1.96,2.12,0.72,7.02,1.55,5.16,0.39,4.46,0.31,0.31,1.56,0.46,0.31,0.84,7.25,0.74,1.55,1.47
2007-01-31,1.82,2.31,1.56,4.5,0.99,6.34,0.47,4.34,0.3,0.3,1.49,0.53,0.32,0.86,8.6,0.86,1.85,1.4
2007-02-28,4.56,5.3,2.69,20.31,4.48,8.48,0.63,23.21,1.62,1.62,4.93,1.97,1.15,3.1,32.13,3.12,6.88,4.44
2007-03-31,6.61,6.82,5.86,27.06,5.97,19.52,1.46,10.27,0.72,0.72,3.02,1.87,1.4,3.78,32.41,3.26,6.47,2.67
2007-04-30,3.91,3.38,7.8,58.16,12.84,12.22,0.91,4.7,0.33,0.33,0.59,1.06,1.02,2.76,17.09,1.94,2.76,0.84
2007-05-31,2.66,2.52,7.75,63.3,13.97,5.53,0.41,2.76,0.19,0.19,0.67,0.43,0.84,2.28,10.97,1.28,0.81,0.1
2007-06-30,1.27,0.96,0.75,10.59,2.34,1.62,0.12,0.9,0.06,0.06,0.75,0.11,0.26,0.69,3.22,0.38,0.23,0.01
2007-07-31,0.49,0.5,0.03,4.42,0.98,0.43,0.03,0.68,0.05,0.05,0.38,0.05,0.13,0.35,1.53,0.18,0.11,0.0
2007-08-31,0.33,0.32,0.01,1.43,0.32,0.0,0.0,0.96,0.07,0.07,0.0,0.04,0.09,0.24,0.94,0.11,0.06,0.0
2007-09-30,0.36,0.35,0.01,2.75,0.61,0.0,0.0,0.32,0.02,0.02,0.0,0.05,0.08,0.22,0.66,0.09,0.03,0.0
2007-10-31,0.61,0.33,0.02,0.0,0.0,0.56,0.04,0.05,0.0,0.0,0.1,0.09,0.1,0.27,1.36,0.17,0.23,0.31
2007-11-30,0.57,0.26,0.03,1.38,0.3,1.44,0.11,0.14,0.01,0.01,0.91,0.08,0.1,0.26,1.64,0.17,0.29,0.34
2007-12-31,0.72,0.6,0.11,2.99,0.66,2.21,0.17,2.42,0.17,0.17,1.28,0.16,0.16,0.44,3.34,0.34,0.67,0.66
2008-01-31,2.62,3.03,0.54,4.93,1.09,5.8,0.43,22.93,1.61,1.61,1.69,1.03,0.71,1.92,17.25,1.73,3.44,2.9
2008-02-29,3.62,3.83,0.95,7.22,1.59,7.67,0.57,21.05,1.47,1.47,1.98,1.37,0.83,2.23,22.0,2.16,4.43,2.93
2008-03-31,4.0,4.43,3.44,21.3,4.7,8.93,0.67,6.27,0.44,0.44,5.35,1.18,0.95,2.57,21.77,2.16,4.21,1.92
2008-04-30,3.53,4.79,7.77,44.79,9.89,9.87,0.74,2.86,0.2,0.2,3.08,1.14,0.91,2.45,16.46,1.85,2.87,1.0
2008-05-31,2.66,2.9,12.04,95.85,21.15,9.36,0.7,1.22,0.09,0.09,0.74,0.55,0.95,2.56,12.55,1.48,1.2,0.26
2008-06-30,0.77,0.89,2.96,36.26,8.0,2.25,0.17,0.77,0.05,0.05,1.31,0.13,0.29,0.79,3.53,0.42,0.25,0.02
2008-07-31,0.34,0.15,0.07,4.45,0.98,0.0,0.0,1.01,0.07,0.07,0.0,0.04,0.1,0.27,1.19,0.14,0.08,0.0
2008-08-31,0.23,0.19,0.01,1.59,0.35,0.0,0.0,0.34,0.02,0.02,0.0,0.05,0.14,0.37,1.53,0.19,0.11,0.0
2008-09-30,0.2,0.12,0.0,1.85,0.41,0.31,0.02,0.2,0.01,0.01,0.83,0.09,0.17,0.45,1.51,0.19,0.08,0.0
2008-10-31,0.57,0.27,0.01,0.53,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.06,0.17,0.8,0.11,0.16,0.22
2008-11-30,1.08,0.42,0.61,8.39,1.85,0.0,0.0,0.0,0.0,0.0,1.92,0.1,0.11,0.3,2.11,0.21,0.37,0.45
2008-12-31,1.2,0.72,0.23,3.41,0.75,1.55,0.12,1.31,0.09,0.09,1.22,0.14,0.14,0.37,2.79,0.28,0.59,0.61
2009-01-31,2.02,2.08,3.78,13.49,2.98,4.52,0.34,4.38,0.31,0.31,3.87,0.47,0.35,0.95,8.64,0.86,2.04,1.85
2009-02-28,3.74,6.42,2.04,21.56,4.76,1.38,0.1,15.03,1.05,1.05,4.53,1.65,0.95,2.56,27.6,2.68,6.49,4.89
2009-03-31,10.97,17.65,4.48,38.37,8.47,13.06,0.98,27.66,1.94,1.94,10.28,3.82,2.18,5.89,63.59,6.13,14.98,7.88
2009-04-30,5.86,8.13,9.38,64.27,14.18,8.74,0.65,4.45,0.31,0.31,7.04,1.67,1.1,2.98,25.65,2.66,5.29,1.81
2009-05-31,6.52,6.29,19.43,142.69,31.49,28.06,2.1,3.97,0.28,0.28,10.25,1.72,2.19,5.93,35.59,3.94,4.41,1.03
2009-06-30,1.59,1.54,2.78,35.62,7.86,1.94,0.14,0.68,0.05,0.05,3.43,0.16,0.36,0.98,5.01,0.56,0.37,0.02
2009-07-31,0.97,0.66,0.11,6.08,1.34,0.42,0.03,0.19,0.01,0.01,0.95,0.07,0.14,0.37,1.71,0.19,0.12,0.01
2009-08-31,0.48,0.23,0.01,1.54,0.34,0.55,0.04,0.71,0.05,0.05,0.86,0.04,0.09,0.24,0.83,0.1,0.03,0.0
2009-09-30,0.24,0.22,0.0,1.94,0.43,0.0,0.0,0.55,0.04,0.04,0.0,0.04,0.06,0.15,0.5,0.07,0.02,0.0
2009-10-31,0.81,0.6,0.16,6.21,1.37,0.0,0.0,0.51,0.04,0.04,1.36,0.11,0.09,0.23,1.6,0.17,0.25,0.34
2009-11-30,0.56,0.39,0.03,2.02,0.45,0.51,0.04,0.0,0.0,0.0,0.98,0.07,0.06,0.17,1.16,0.13,0.24,0.3
2009-12-31,1.09,1.33,0.28,3.08,0.68,4.04,0.3,3.59,0.25,0.25,1.88,0.24,0.23,0.63,5.08,0.49,1.05,1.11
2010-01-31,3.24,4.16,0.88,8.36,1.85,5.29,0.4,28.5,2.0,2.0,2.94,1.13,0.7,1.9,19.94,1.87,4.71,4.18
2010-02-28,3.63,4.91,0.97,9.85,2.18,7.02,0.52,19.06,1.33,1.33,3.23,1.45,0.77,2.07,23.24,2.34,6.1,4.25
2010-03-31,5.8,7.64,3.09,21.21,4.68,9.6,0.72,24.39,1.71,1.71,7.63,2.4,1.16,3.14,34.11,3.66,9.73,5.99
2010-04-30,9.04,12.19,6.92,43.8,9.67,13.66,1.02,25.34,1.77,1.77,10.54,3.15,1.85,4.99,53.96,5.18,13.23,5.77
2010-05-31,9.25,11.21,13.61,90.6,20.0,19.29,1.44,9.86,0.69,0.69,9.55,3.21,2.27,6.12,49.19,5.3,10.06,3.11
2010-06-30,5.02,4.65,18.47,132.05,29.15,31.91,2.38,3.71,0.26,0.26,11.78,1.06,1.88,5.07,34.29,3.13,2.29,0.25
2010-07-31,1.6,1.44,1.28,20.27,4.47,1.87,0.14,1.74,0.12,0.12,3.04,0.15,0.31,0.84,4.91,0.48,0.32,0.01
2010-08-31,0.59,0.58,0.03,5.31,1.17,0.0,0.0,0.6,0.04,0.04,0.0,0.07,0.13,0.36,1.59,0.17,0.08,0.0
2010-09-30,0.61,0.25,0.01,2.5,0.55,0.0,0.0,0.42,0.03,0.03,0.41,0.08,0.09,0.24,0.98,0.11,0.04,0.0
2010-10-31,1.19,1.08,3.18,18.65,4.12,0.0,0.0,0.7,0.05,0.05,5.68,0.29,0.21,0.56,4.28,0.44,0.72,0.96
2010-11-30,1.67,1.84,1.55,13.44,2.97,1.17,0.09,6.61,0.46,0.46,4.54,0.46,0.39,1.06,9.18,0.89,1.84,2.17
2010-12-31,12.2,17.27,6.22,38.17,8.42,28.38,2.12,58.67,4.11,4.11,14.92,6.19,3.13,8.45,101.98,9.78,28.02,22.19
2011-01-31,7.26,9.32,3.55,22.48,4.96,12.65,0.95,24.32,1.7,1.7,10.69,2.92,1.48,4.0,54.01,4.94,14.67,9.39
2011-02-28,5.17,7.11,2.34,8.36,1.84,10.35,0.77,37.45,2.62,2.62,5.71,2.94,1.27,3.42,48.86,4.48,13.43,8.52
2011-03-31,23.6,31.57,4.27,44.7,9.87,46.92,3.51,148.04,10.36,10.36,17.52,12.39,5.79,15.62,201.13,18.96,55.02,23.5
2011-04-30,20.48,25.16,9.66,65.03,14.35,46.98,3.51,26.64,1.86,1.86,15.09,7.02,3.86,10.42,102.5,10.45,23.09,6.87
2011-05-31,14.89,17.87,15.83,98.78,21.8,36.03,2.69,11.72,0.82,0.82,14.5,2.51,3.35,9.04,63.41,6.54,7.19,1.3
2011-06-30,9.34,9.15,24.79,167.32,36.93,46.2,3.45,7.19,0.5,0.5,22.3,1.56,2.55,6.9,44.53,4.62,3.71,0.32
2011-07-31,3.32,3.23,9.97,86.2,19.02,11.8,0.88,2.29,0.16,0.16,13.9,0.48,0.85,2.3,13.65,1.42,1.05,0.05
2011-08-31,1.73,1.49,0.35,9.03,1.99,0.01,0.0,0.92,0.06,0.06,2.76,0.19,0.3,0.82,3.72,0.4,0.16,0.0
2011-09-30,0.9,0.83,0.02,2.47,0.55,0.58,0.04,0.53,0.04,0.04,1.62,0.17,0.17,0.47,2.03,0.24,0.1,0.0
2011-10-31,1.13,1.14,0.46,3.4,0.75,3.05,0.23,1.52,0.11,0.11,1.91,0.19,0.19,0.52,3.84,0.36,0.57,0.74
2011-11-30,1.35,1.05,0.18,3.52,0.78,0.59,0.04,1.09,0.08,0.08,0.78,0.17,0.16,0.43,3.37,0.34,0.75,0.72
2011-12-31,1.16,0.89,0.12,4.78,1.05,0.0,0.0,0.77,0.05,0.05,0.0,0.15,0.13,0.35,3.01,0.3,0.69,0.63
2012-01-31,2.39,1.74,2.12,10.84,2.39,2.75,0.21,4.28,0.3,0.3,1.78,0.51,0.31,0.84,7.82,0.79,1.78,1.65
2012-02-29,1.04,1.39,1.23,6.27,1.38,3.02,0.23,2.52,0.18,0.18,1.57,0.34,0.18,0.48,5.15,0.52,1.19,0.94
2012-03-31,4.9,6.07,4.02,22.12,4.88,12.55,0.94,18.32,1.28,1.28,5.23,2.75,1.49,4.03,44.63,4.3,10.25,6.53
2012-04-30,7.26,8.77,11.39,74.14,16.36,23.46,1.75,22.91,1.6,1.6,2.88,3.54,2.58,6.98,58.56,6.01,12.13,4.62
2012-05-31,3.33,2.91,7.82,62.41,13.77,15.38,1.15,3.03,0.21,0.21,1.07,0.67,1.21,3.28,17.29,1.96,1.37,0.17
2012-06-30,1.14,1.25,0.97,13.4,2.96,1.44,0.11,1.18,0.08,0.08,0.93,0.15,0.34,0.92,4.55,0.52,0.33,0.01
2012-07-31,0.47,0.71,0.04,3.27,0.72,0.61,0.05,1.2,0.08,0.08,0.52,0.08,0.18,0.47,2.22,0.26,0.16,0.01
2012-08-31,0.31,0.34,0.01,1.04,0.23,0.0,0.0,0.9,0.06,0.06,0.12,0.05,0.1,0.27,1.16,0.13,0.07,0.0
2012-09-30,0.22,0.24,0.01,1.18,0.26,0.0,0.0,1.81,0.13,0.13,0.0,0.06,0.1,0.26,0.85,0.11,0.04,0.0
2012-10-31,0.53,0.36,0.01,5.85,1.29,0.0,0.0,0.87,0.06,0.06,0.0,0.08,0.05,0.14,0.93,0.13,0.17,0.24
2012-11-30,0.87,1.23,1.65,11.73,2.59,0.0,0.0,1.79,0.13,0.13,2.46,0.21,0.22,0.61,4.54,0.44,0.84,0.9
2012-12-31,6.36,7.9,5.47,34.88,7.7,8.62,0.64,29.89,2.09,2.09,14.58,3.44,2.08,5.61,63.07,5.55,12.39,8.74
2013-01-31,3.38,3.06,2.23,13.17,2.91,4.25,0.32,5.84,0.41,0.41,5.05,0.94,0.73,1.96,18.49,1.71,3.63,1.51
2013-02-28,2.25,2.21,1.7,12.05,2.66,2.72,0.2,3.09,0.22,0.22,3.35,0.74,0.51,1.37,13.22,1.22,2.32,0.86
2013-03-31,2.63,2.68,4.81,31.89,7.04,3.43,0.26,3.24,0.23,0.23,3.57,1.07,0.85,2.29,15.28,1.72,2.82,0.91
2013-04-30,2.41,2.24,8.03,63.69,14.06,5.59,0.42,3.05,0.21,0.21,4.89,0.56,1.03,2.78,9.55,1.63,1.22,0.2
2013-05-31,1.16,0.91,5.18,56.42,12.45,0.27,0.02,1.42,0.1,0.1,1.45,0.17,0.37,1.0,1.69,0.56,0.35,0.02
