,I_MFM008,I_SFM005,I_COL003,I_SLTSP,I_UBEAR,I_NFM010,I_TGC003,I_NHGAN,I_PARDE,I_CMCHE,I_MOK079,I_JNKSN,I_CMP001,I_CMP014,I_CSM035,I_AMADR,I_DSC035,I_DEE023
1969-09-30,1.85,1.04,0.01,1.11,0.24,0.0,0.0,0.89,0.06,0.06,0.52,0.09,0.06,0.16,1.09,0.13,0.08,0.0
1969-10-31,1.88,1.49,0.66,4.78,1.05,0.3,0.02,1.37,0.1,0.1,2.01,0.17,0.11,0.3,2.93,0.27,0.43,0.0
1969-11-30,1.7,1.65,0.7,4.41,0.97,0.52,0.04,3.57,0.25,0.25,2.19,0.23,0.31,0.83,4.47,0.45,1.08,0.1
1969-12-31,2.96,4.03,4.92,22.16,4.89,15.48,1.16,14.02,0.98,0.98,8.52,1.38,0.86,2.33,25.58,2.47,6.45,4.97
1970-01-31,24.02,28.41,13.47,72.61,16.03,53.78,4.02,94.21,6.59,6.59,25.75,11.07,7.1,19.18,178.78,17.07,36.39,24.8
1970-02-28,8.99,10.09,3.09,32.95,7.27,13.11,0.98,24.36,1.71,1.71,4.71,3.29,1.95,5.25,54.29,5.26,11.52,4.1
1970-03-31,9.2,11.53,4.48,31.89,7.04,13.24,0.99,42.91,3.0,3.0,4.05,3.63,1.9,5.14,60.85,6.26,19.39,4.64
1970-04-30,5.3,5.37,5.47,37.74,8.33,11.78,0.88,9.01,0.63,0.63,3.87,0.81,1.06,2.87,21.44,2.25,4.19,0.68
1970-05-31,4.35,3.82,16.0,104.97,23.17,28.72,2.15,5.06,0.35,0.35,10.11,0.7,1.16,3.12,19.81,2.09,2.04,0.16
1970-06-30,2.25,2.29,8.03,70.08,15.46,16.93,1.27,3.19,0.22,0.22,9.17,0.25,0.49,1.31,7.8,0.83,0.93,0.0
1970-07-31,2.1,1.27,0.4,11.38,2.51,0.19,0.01,1.9,0.13,0.13,2.87,0.11,0.05,0.13,3.11,0.31,0.27,0.0
1970-08-31,0.97,0.81,0.03,0.26,0.06,0.0,0.0,0.86,0.06,0.06,1.67,0.11,0.0,0.0,2.59,0.26,0.05,0.0
1970-09-30,0.6,0.63,0.01,0.82,0.18,0.0,0.0,0.66,0.05,0.05,0.0,0.13,0.0,0.0,1.69,0.19,0.04,0.0
1970-10-31,0.61,0.77,0.01,1.61,0.35,0.17,0.01,0.56,0.04,0.04,0.4,0.09,0.03,0.09,1.09,0.13,0.22,0.0
1970-11-30,1.51,2.61,2.67,12.46,2.75,3.19,0.24,12.13,0.85,0.85,5.6,0.77,0.39,1.04,17.17,1.51,3.18,5.69
1970-12-31,4.77,7.27,2.02,16.4,3.62,11.46,0.86,50.04,3.5,3.5,5.29,3.59,0.77,2.07,64.88,5.76,16.66,16.59
1971-01-31,5.02,6.49,4.81,17.3,3.82,14.49,1.08,23.17,1.62,1.62,7.63,2.53,0.98,2.65,29.46,3.65,10.79,5.71
1971-02-28,4.77,5.18,2.7,16.98,3.75,11.61,0.87,7.53,0.53,0.53,6.69,1.7,1.21,3.26,24.63,2.6,5.86,1.11
1971-03-31,9.17,9.84,3.4,23.14,5.12,14.53,1.09,19.2,1.34,1.34,5.5,3.02,2.59,7.0,47.89,5.05,10.86,3.95
1971-04-30,8.34,8.75,7.12,47.3,10.44,19.85,1.48,8.65,0.61,0.61,6.81,2.87,2.16,5.82,46.15,4.42,7.18,1.06
1971-05-31,5.85,5.61,14.49,90.21,19.91,25.9,1.94,4.52,0.32,0.32,8.12,1.25,1.93,5.21,36.87,3.5,2.63,0.38
1971-06-30,2.68,2.49,13.53,104.93,23.15,25.74,1.92,3.08,0.22,0.22,10.08,0.5,0.9,2.43,17.04,1.6,1.02,0.03
1971-07-31,1.33,1.32,1.32,19.23,4.24,1.65,0.12,2.15,0.15,0.15,3.15,0.16,0.3,0.81,4.39,0.43,0.26,0.0
1971-08-31,0.65,0.82,0.04,3.27,0.72,0.0,0.0,0.91,0.06,0.06,0.62,0.07,0.11,0.3,1.03,0.13,0.0,0.0
1971-09-30,0.77,0.65,0.01,1.22,0.27,0.0,0.0,0.68,0.05,0.05,0.4,0.06,0.07,0.19,0.48,0.08,0.0,0.0
1971-10-31,0.66,0.87,0.02,3.14,0.69,0.0,0.0,0.14,0.01,0.01,0.81,0.09,0.07,0.19,1.37,0.14,0.2,0.0
1971-11-30,0.74,1.33,0.65,5.66,1.25,0.69,0.05,2.14,0.15,0.15,2.04,0.18,0.29,0.77,3.54,0.37,0.99,0.0
1971-12-31,2.92,4.62,1.63,9.26,2.04,4.46,0.33,24.75,1.73,1.73,2.57,1.24,0.61,1.65,20.51,2.03,6.45,4.78
1972-01-31,2.37,2.35,0.85,7.39,1.63,5.19,0.39,7.13,0.5,0.5,1.88,0.72,0.58,1.57,13.09,1.26,3.12,1.01
1972-02-29,4.17,4.38,1.0,10.07,2.22,6.33,0.47,18.53,1.3,1.3,3.14,1.73,1.02,2.76,27.37,2.64,6.85,3.22
1972-03-31,5.82,5.55,8.38,41.6,9.19,22.17,1.66,5.29,0.37,0.37,9.76,2.36,2.21,5.96,40.37,3.98,6.34,0.62
1972-04-30,4.46,4.17,6.77,40.95,9.04,12.19,0.91,5.22,0.37,0.37,2.7,1.81,1.69,4.55,26.84,2.97,4.37,0.69
1972-05-31,2.58,2.17,14.15,97.53,21.53,16.22,1.21,3.06,0.21,0.21,3.97,0.66,1.29,3.48,16.71,1.9,1.12,0.1
1972-06-30,0.74,1.05,3.89,44.67,9.86,5.86,0.44,1.55,0.11,0.11,3.19,0.16,0.37,1.0,4.77,0.54,0.27,0.0
1972-07-31,0.5,0.45,0.15,6.42,1.42,0.0,0.0,0.33,0.02,0.02,0.8,0.08,0.18,0.5,2.52,0.28,0.05,0.0
1972-08-31,0.24,0.32,0.02,1.26,0.28,0.0,0.0,0.28,0.02,0.02,0.09,0.1,0.1,0.26,2.35,0.26,0.01,0.0
1972-09-30,0.29,0.38,0.01,1.64,0.36,0.0,0.0,0.48,0.03,0.03,0.26,0.05,0.06,0.17,0.57,0.08,0.0,0.0
1972-10-31,0.46,0.61,0.09,3.6,0.79,0.15,0.01,0.0,0.0,0.0,1.2,0.1,0.08,0.2,1.38,0.15,0.15,0.0
1972-11-30,0.95,1.37,0.79,5.78,1.28,0.62,0.05,3.05,0.21,0.21,2.65,0.33,0.29,0.78,6.24,0.61,1.21,1.66
1972-12-31,1.98,2.51,4.42,14.05,3.1,9.24,0.69,6.91,0.48,0.48,5.57,0.74,0.58,1.57,14.97,1.45,3.96,2.21
1973-01-31,6.83,10.69,2.49,21.93,4.84,16.87,1.26,71.1,4.98,4.98,8.29,6.58,2.77,7.48,110.42,10.34,28.59,27.94
1973-02-28,9.36,12.45,1.38,17.4,3.83,11.44,0.85,86.6,6.06,6.06,7.28,5.48,0.79,2.12,89.1,8.32,27.05,16.78
1973-03-31,9.59,12.19,1.73,19.52,4.32,11.71,0.88,53.65,3.76,3.76,4.56,4.65,1.85,5.0,74.25,7.28,17.71,9.36
1973-04-30,10.03,12.23,9.34,51.31,11.33,23.67,1.77,16.03,1.12,1.12,8.57,2.42,2.31,6.25,45.23,4.73,7.13,1.7
1973-05-31,8.77,8.04,24.41,150.69,33.26,41.45,3.1,5.6,0.39,0.39,13.99,1.31,2.12,5.73,35.8,3.78,2.49,0.37
1973-06-30,2.52,2.37,6.91,59.5,13.13,12.22,0.91,3.29,0.23,0.23,7.42,0.29,0.58,1.57,8.86,0.94,0.73,0.02
1973-07-31,0.96,0.93,0.47,6.01,1.33,0.0,0.0,3.46,0.24,0.24,1.43,0.11,0.12,0.31,2.69,0.28,0.14,0.0
1973-08-31,0.46,0.48,0.02,0.0,0.0,0.0,0.0,2.08,0.15,0.15,1.86,0.11,0.04,0.12,2.41,0.25,0.0,0.0
1973-09-30,1.13,0.46,0.01,2.14,0.47,0.0,0.0,0.59,0.04,0.04,0.0,0.1,0.05,0.14,1.22,0.14,0.0,0.0
1973-10-31,1.33,1.04,0.16,2.73,0.6,0.35,0.03,1.7,0.12,0.12,0.83,0.17,0.11,0.3,2.36,0.25,0.41,0.0
1973-11-30,2.56,3.86,6.09,32.16,7.1,18.34,1.37,8.21,0.57,0.57,13.73,1.26,1.13,3.06,25.11,2.44,5.51,9.53
1973-12-31,6.97,7.74,4.24,18.61,4.11,16.62,1.24,34.97,2.45,2.45,8.49,3.94,1.84,4.98,62.57,6.0,15.56,13.87
1974-01-31,10.43,12.06,5.79,31.64,6.98,23.67,1.77,37.85,2.65,2.65,13.09,6.17,3.52,9.5,98.75,9.28,23.89,14.07
1974-02-28,4.61,4.63,2.18,12.6,2.79,8.79,0.66,9.42,0.66,0.66,3.49,1.93,1.03,2.77,29.3,2.82,7.53,2.55
1974-03-31,15.4,19.69,4.94,38.92,8.6,20.49,1.53,69.63,4.87,4.87,8.17,6.45,3.69,9.97,110.26,10.53,26.95,12.5
1974-04-30,14.25,16.52,7.72,53.59,11.83,23.3,1.74,41.38,2.9,2.9,7.49,4.71,3.7,9.99,80.77,8.38,17.12,6.03
1974-05-31,6.31,5.55,21.27,129.6,28.6,38.49,2.88,7.14,0.5,0.5,13.65,1.44,2.26,6.1,39.18,4.1,3.67,0.51
1974-06-30,2.35,2.22,10.79,78.38,17.29,22.89,1.71,3.57,0.25,0.25,10.38,0.39,0.77,2.09,12.23,1.29,1.2,0.08
1974-07-31,2.08,1.65,2.05,20.76,4.58,2.67,0.2,3.92,0.27,0.27,3.93,0.26,0.5,1.36,6.71,0.71,0.82,0.19
1974-08-31,1.51,0.78,0.18,1.12,0.25,0.0,0.0,1.06,0.07,0.07,0.34,0.13,0.23,0.62,2.24,0.25,0.16,0.0
1974-09-30,0.64,0.3,0.01,4.75,1.05,0.0,0.0,0.88,0.06,0.06,1.4,0.09,0.07,0.19,1.08,0.13,0.06,0.0
1974-10-31,0.66,0.75,0.01,1.61,0.35,0.16,0.01,0.76,0.05,0.05,0.4,0.13,0.12,0.32,1.72,0.19,0.38,0.0
1974-11-30,0.5,1.12,0.09,2.42,0.53,0.0,0.0,1.61,0.11,0.11,0.99,0.18,0.22,0.6,1.82,0.35,0.88,0.3
1974-12-31,1.23,1.41,0.39,4.09,0.9,0.25,0.02,3.42,0.24,0.24,1.93,0.28,0.31,0.84,1.65,0.55,1.65,0.55
1975-01-31,2.19,2.32,1.05,7.1,1.57,3.07,0.23,6.63,0.46,0.46,2.68,0.55,0.53,1.44,7.05,1.06,3.35,1.75
1975-02-28,5.44,6.55,1.39,11.29,2.49,7.4,0.55,34.01,2.38,2.38,3.53,3.05,1.19,3.22,52.64,4.74,14.46,11.59
1975-03-31,10.9,14.58,2.45,21.58,4.76,16.36,1.22,72.63,5.08,5.08,8.01,5.55,2.83,7.65,88.39,8.4,26.95,8.5
1975-04-30,9.95,11.18,2.31,21.29,4.7,13.84,1.03,23.91,1.67,1.67,7.75,3.5,2.61,7.04,54.48,5.76,13.83,2.74
1975-05-31,13.63,15.21,25.89,110.78,24.46,47.71,3.57,8.92,0.62,0.62,16.07,3.63,3.94,10.65,71.23,6.82,8.19,0.52
1975-06-30,4.59,3.8,22.4,129.33,28.54,32.04,2.39,1.59,0.11,0.11,11.5,0.83,1.49,4.03,26.84,2.5,1.59,0.01
1975-07-31,1.76,1.56,2.1,25.7,5.67,3.32,0.25,1.11,0.08,0.08,3.74,0.18,0.39,1.06,5.52,0.57,0.39,0.0
1975-08-31,1.19,1.0,0.14,4.14,0.91,0.0,0.0,0.65,0.05,0.05,0.84,0.12,0.26,0.71,2.69,0.28,0.13,0.0
1975-09-30,0.63,0.62,0.03,1.94,0.43,0.0,0.0,0.43,0.03,0.03,0.55,0.1,0.09,0.25,1.32,0.14,0.05,0.0
1975-10-31,1.08,1.33,2.21,12.64,2.79,0.63,0.05,1.08,0.08,0.08,2.16,0.19,0.29,0.78,4.64,0.42,0.39,0.39
1975-11-30,1.06,1.26,2.44,11.36,2.5,1.98,0.15,1.71,0.12,0.12,3.61,0.27,0.13,0.35,4.52,0.5,0.56,0.4
1975-12-31,1.05,1.11,1.14,6.43,1.42,0.84,0.06,1.4,0.1,0.1,1.55,0.26,0.4,1.07,5.38,0.55,0.6,0.33
1976-01-31,0.95,1.0,0.74,5.28,1.17,0.61,0.05,1.52,0.11,0.11,0.71,0.22,0.07,0.19,3.72,0.38,0.53,0.3
1976-02-29,1.09,1.39,1.04,6.89,1.52,0.8,0.06,2.74,0.19,0.19,0.94,0.34,0.44,1.18,5.43,0.61,0.88,0.53
1976-03-31,1.75,1.83,2.77,17.8,3.93,0.5,0.04,3.62,0.25,0.25,0.0,0.46,0.55,1.49,8.71,0.94,1.06,0.74
1976-04-30,1.46,1.54,4.37,32.65,7.21,0.0,0.0,2.46,0.17,0.17,0.0,0.45,0.51,1.38,6.53,0.9,0.59,0.4
1976-05-31,0.82,0.71,5.63,59.18,13.06,0.0,0.0,1.26,0.09,0.09,0.0,0.18,0.49,1.32,4.07,0.61,0.21,0.01
1976-06-30,0.39,0.34,0.33,6.44,1.42,0.0,0.0,0.47,0.03,0.03,0.0,0.04,0.23,0.61,0.92,0.16,0.03,0.0
1976-07-31,0.18,0.18,0.02,1.24,0.27,0.0,0.0,0.47,0.03,0.03,0.0,0.01,0.06,0.15,0.12,0.03,0.0,0.0
1976-08-31,0.3,0.32,0.2,3.6,0.79,0.0,0.0,0.77,0.05,0.05,0.0,0.02,0.09,0.24,0.54,0.08,0.0,0.0
1976-09-30,0.23,0.23,0.12,1.86,0.41,0.0,0.0,0.03,0.0,0.0,0.0,0.02,0.0,0.0,0.4,0.06,0.0,0.0
1976-10-31,0.69,0.26,0.02,1.81,0.4,-0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.16,0.44,0.15,0.1,0.0,0.0
1976-11-30,0.23,0.41,0.07,1.78,0.39,-0.0,0.0,0.11,0.01,0.01,0.0,0.02,0.05,0.13,0.23,0.1,0.0,0.0
1976-12-31,0.2,0.38,0.02,1.47,0.32,-0.0,0.0,0.13,0.01,0.01,0.0,0.02,0.04,0.11,0.5,0.09,0.0,0.0
1977-01-31,0.29,0.56,0.22,2.83,0.62,-0.0,0.0,0.85,0.06,0.06,0.0,0.03,0.15,0.41,1.75,0.2,0.0,0.14
1977-02-28,0.34,0.58,0.44,4.18,0.92,0.0,0.0,1.12,0.08,0.08,0.0,0.05,0.16,0.44,1.43,0.22,0.0,0.2
1977-03-31,0.56,0.69,0.8,5.62,1.24,0.0,0.0,1.17,0.08,0.08,0.0,0.05,0.19,0.52,1.53,0.26,0.0,0.16
1977-04-30,0.38,0.45,3.86,30.28,6.69,-0.0,0.0,1.0,0.07,0.07,0.0,0.04,0.18,0.48,0.0,0.21,0.0,0.02
1977-05-31,0.59,0.67,4.8,46.28,10.22,-0.0,0.0,1.01,0.07,0.07,0.0,0.04,0.26,0.7,1.42,0.31,0.0,0.01
1977-06-30,0.15,0.29,1.74,28.61,6.31,-0.0,0.0,0.3,0.02,0.02,0.0,0.01,0.05,0.13,0.26,0.07,0.0,0.0
1977-07-31,0.13,0.09,0.05,0.32,0.07,-0.0,0.0,0.97,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
1977-08-31,0.12,0.03,0.01,0.76,0.17,-0.0,0.0,0.64,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1977-09-30,0.11,0.04,0.01,0.52,0.11,-0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1977-10-31,0.1,0.14,0.01,0.47,0.1,0.07,0.01,0.0,0.0,0.0,0.12,0.03,0.14,0.37,0.0,0.04,0.03,0.08
1977-11-30,0.25,0.32,0.05,1.74,0.38,0.23,0.02,0.08,0.01,0.01,0.48,0.07,0.1,0.27,0.85,0.1,0.08,0.21
1977-12-31,1.28,2.48,1.89,11.7,2.58,2.65,0.2,4.06,0.28,0.28,5.55,0.68,0.84,2.27,13.02,1.3,2.71,3.07
1978-01-31,10.15,13.43,1.2,22.64,5.0,15.25,1.14,59.52,4.17,4.17,7.71,5.42,2.69,7.26,92.35,8.75,22.57,18.07
1978-02-28,7.86,10.57,1.17,15.25,3.37,12.24,0.91,46.69,3.27,3.27,5.91,3.55,1.38,3.72,54.03,5.07,14.38,8.5
1978-03-31,15.02,19.61,5.71,34.83,7.68,25.38,1.9,54.2,3.79,3.79,14.07,5.3,3.3,8.9,90.63,8.62,22.66,10.05
1978-04-30,16.71,19.84,7.22,51.05,11.28,28.07,2.1,50.78,3.55,3.55,10.92,5.58,3.49,9.44,86.95,8.89,18.74,5.69
1978-05-31,8.6,9.4,23.31,113.36,25.02,40.64,3.04,12.81,0.9,0.9,13.37,1.63,2.44,6.58,43.31,4.55,3.82,0.44
1978-06-30,3.25,2.74,19.84,113.99,25.15,33.08,2.47,3.31,0.23,0.23,12.91,0.54,0.79,2.14,16.9,1.76,0.96,0.05
1978-07-31,1.09,1.25,3.05,29.3,6.46,5.37,0.4,1.07,0.07,0.07,4.78,0.16,0.08,0.22,4.16,0.42,0.2,0.01
1978-08-31,0.76,0.68,0.09,2.75,0.61,0.31,0.02,0.29,0.02,0.02,0.48,0.05,0.11,0.29,0.91,0.1,0.0,0.0
1978-09-30,0.86,0.8,0.83,7.23,1.59,0.0,0.0,1.33,0.09,0.09,2.21,0.13,0.09,0.24,1.68,0.2,0.07,0.0
1978-10-31,0.59,0.6,0.02,1.39,0.31,0.1,0.01,0.0,0.0,0.0,0.32,0.07,0.0,0.0,1.2,0.11,0.14,0.22
1978-11-30,0.83,0.76,0.1,2.56,0.56,0.0,0.0,0.89,0.06,0.06,0.96,0.11,0.06,0.16,2.33,0.21,0.42,0.46
1978-12-31,0.84,1.16,0.48,4.09,0.9,0.28,0.02,2.57,0.18,0.18,1.74,0.17,0.14,0.38,2.78,0.34,0.77,0.8
1979-01-31,3.77,4.78,3.49,14.93,3.3,8.89,0.66,28.79,2.02,2.02,5.02,1.51,0.56,1.51,23.11,2.51,6.88,5.73
1979-02-28,4.69,6.86,1.02,11.53,2.55,8.68,0.65,61.32,4.29,4.29,3.41,2.77,0.6,1.61,50.98,4.61,14.35,8.33
1979-03-31,11.26,14.69,3.59,27.07,5.97,17.22,1.29,62.04,4.34,4.34,9.78,4.65,2.15,5.82,75.7,7.1,19.28,9.14
1979-04-30,10.48,12.35,7.72,48.49,10.71,22.77,1.7,17.66,1.24,1.24,7.9,3.17,2.12,5.74,45.89,4.96,8.82,3.57
1979-05-31,10.47,10.52,20.17,140.53,31.02,34.41,2.57,7.91,0.55,0.55,10.05,2.12,2.75,7.42,50.35,4.98,4.17,1.22
1979-06-30,2.51,2.59,5.58,56.08,12.37,10.15,0.76,2.64,0.18,0.18,5.51,0.32,0.56,1.51,9.58,1.06,0.6,0.03
1979-07-31,1.19,1.25,0.27,7.6,1.68,0.0,0.0,1.68,0.12,0.12,1.43,0.11,0.2,0.53,2.9,0.3,0.14,0.01
1979-08-31,0.77,0.57,0.02,2.0,0.44,0.0,0.0,0.0,0.0,0.0,0.41,0.06,0.12,0.33,1.16,0.12,0.0,0.0
1979-09-30,0.44,0.39,0.0,0.34,0.08,0.0,0.0,0.12,0.01,0.01,0.1,0.06,0.09,0.25,0.58,0.09,0.0,0.0
1979-10-31,0.62,0.66,0.97,4.42,0.97,0.45,0.03,0.41,0.03,0.03,1.97,0.17,0.19,0.52,2.26,0.24,0.27,0.52
1979-11-30,0.99,1.25,1.74,6.71,1.48,1.17,0.09,2.5,0.18,0.18,3.71,0.25,0.27,0.74,4.95,0.48,0.97,1.12
1979-12-31,1.98,2.06,1.62,5.54,1.22,3.41,0.25,7.55,0.53,0.53,2.73,0.48,0.37,1.0,10.15,0.94,2.5,2.3
1980-01-31,22.23,28.63,14.69,69.33,15.3,57.84,4.32,86.99,6.09,6.09,31.04,10.14,5.9,15.93,174.23,15.7,43.58,30.95
1980-02-29,23.05,30.37,4.01,45.7,10.1,29.08,2.17,76.63,5.36,5.36,12.21,8.7,4.04,10.9,151.22,13.69,37.06,15.56
1980-03-31,13.63,16.95,2.64,34.53,7.62,14.84,1.11,33.8,2.37,2.37,5.02,4.72,2.06,5.57,73.2,7.35,16.79,4.58
1980-04-30,8.53,9.37,10.16,57.69,12.73,25.2,1.88,12.36,0.87,0.87,8.47,1.34,1.77,4.78,30.76,3.71,4.1,0.37
1980-05-31,6.94,5.61,15.4,104.56,23.08,32.09,2.4,5.1,0.36,0.36,11.63,1.01,1.61,4.35,16.79,2.92,2.47,0.24
1980-06-30,3.21,2.68,12.68,93.91,20.72,29.37,2.19,3.46,0.24,0.24,12.4,0.44,0.83,2.23,12.94,1.45,1.15,0.05
1980-07-31,1.44,1.54,3.33,39.81,8.78,7.36,0.55,3.26,0.23,0.23,7.46,0.23,0.4,1.09,5.72,0.59,0.59,0.01
1980-08-31,0.59,0.77,0.07,3.93,0.87,0.0,0.0,1.52,0.11,0.11,1.18,0.11,0.15,0.41,1.83,0.21,0.21,0.0
1980-09-30,0.41,0.59,0.02,0.99,0.22,0.0,0.0,1.49,0.1,0.1,0.42,0.1,0.13,0.34,1.15,0.15,0.15,0.0
1980-10-31,0.56,0.7,0.01,0.44,0.1,0.0,0.0,0.12,0.01,0.01,0.04,0.09,0.13,0.34,1.48,0.17,0.22,0.3
1980-11-30,0.59,0.7,0.02,1.74,0.38,0.0,0.0,0.64,0.04,0.04,0.2,0.11,0.16,0.44,2.1,0.22,0.39,0.44
1980-12-31,0.89,1.11,0.22,2.88,0.64,0.0,0.0,1.99,0.14,0.14,0.68,0.19,0.24,0.66,3.78,0.39,0.78,0.76
1981-01-31,2.02,2.57,0.41,6.0,1.33,1.42,0.11,18.55,1.3,1.3,1.33,0.81,0.37,1.0,13.07,1.31,2.61,2.24
1981-02-28,2.08,2.37,1.73,10.26,2.26,5.22,0.39,6.42,0.45,0.45,2.18,0.56,0.51,1.38,10.76,1.03,2.08,1.55
1981-03-31,4.51,6.12,1.86,15.88,3.5,6.95,0.52,24.48,1.71,1.71,4.57,2.47,1.28,3.45,41.48,4.09,8.14,4.18
1981-04-30,3.89,4.46,9.56,60.29,13.32,14.47,1.08,7.04,0.49,0.49,3.6,1.21,1.27,3.43,19.2,2.23,2.97,0.94
1981-05-31,2.23,1.84,9.01,87.63,19.34,5.75,0.43,1.71,0.12,0.12,0.0,0.39,0.86,2.33,10.11,1.21,0.72,0.08
1981-06-30,0.8,0.64,1.45,24.78,5.47,0.0,0.0,1.82,0.13,0.13,0.88,0.08,0.23,0.61,2.25,0.28,0.16,0.01
1981-07-31,0.47,0.18,0.03,0.0,0.0,0.0,0.0,0.95,0.07,0.07,0.28,0.03,0.16,0.44,0.53,0.08,0.04,0.0
1981-08-31,0.31,0.14,0.0,1.75,0.39,0.0,0.0,0.98,0.07,0.07,0.0,0.06,0.38,1.03,0.62,0.12,0.04,0.0
1981-09-30,0.22,0.13,0.0,0.44,0.1,0.0,0.0,0.15,0.01,0.01,0.0,0.01,0.05,0.12,0.03,0.01,0.0,0.0
1981-10-31,0.42,0.41,0.41,2.65,0.58,0.57,0.04,0.11,0.01,0.01,0.94,0.11,0.12,0.31,0.18,0.16,0.26,0.34
1981-11-30,2.74,2.92,7.81,27.73,6.12,13.45,1.01,11.18,0.78,0.78,15.02,1.69,1.17,3.15,32.77,3.15,7.48,7.7
1981-12-31,7.4,8.76,11.41,34.93,7.71,37.31,2.79,27.3,1.91,1.91,17.78,4.71,3.02,8.15,75.1,7.26,21.01,17.53
1982-01-31,11.02,15.32,2.43,22.87,5.04,18.96,1.42,91.48,6.4,6.4,12.25,7.17,2.44,6.6,127.57,11.69,35.21,22.42
1982-02-28,20.21,24.74,12.67,58.31,12.89,47.8,3.57,78.16,5.47,5.47,22.34,9.92,5.99,16.18,144.37,13.83,42.58,22.36
1982-03-31,18.8,23.35,3.83,51.54,11.38,27.06,2.02,96.88,6.78,6.78,11.08,8.51,3.48,9.4,151.53,14.03,39.45,14.47
1982-04-30,33.4,41.91,13.47,108.93,24.04,49.43,3.69,107.99,7.56,7.56,17.64,10.91,7.22,19.48,188.18,19.15,34.97,9.31
1982-05-31,13.19,14.84,24.07,145.87,32.19,52.28,3.91,13.15,0.92,0.92,19.97,2.21,3.37,9.09,62.11,6.4,5.24,0.51
1982-06-30,4.18,3.97,12.27,96.94,21.39,34.92,2.61,5.11,0.36,0.36,15.62,0.55,0.91,2.46,17.38,1.79,1.36,0.06
1982-07-31,2.29,2.34,2.18,35.59,7.85,8.51,0.64,3.12,0.22,0.22,7.1,0.27,0.38,1.02,6.33,0.65,0.44,0.02
1982-08-31,1.19,1.11,0.11,9.74,2.15,1.68,0.13,1.36,0.1,0.1,2.04,0.13,0.23,0.63,2.67,0.29,0.11,0.0
1982-09-30,1.12,1.14,0.74,10.65,2.35,0.0,0.0,1.7,0.12,0.12,4.26,0.26,0.23,0.62,3.31,0.38,0.16,0.0
1982-10-31,2.31,2.56,5.43,25.92,5.72,9.37,0.7,5.39,0.38,0.38,14.08,0.63,0.39,1.06,11.13,1.01,1.77,2.26
1982-11-30,5.58,6.68,2.08,19.77,4.36,14.68,1.1,35.3,2.47,2.47,8.3,2.13,1.03,2.77,43.13,4.08,10.75,10.2
1982-12-31,12.39,16.55,2.05,26.84,5.93,25.97,1.94,59.08,4.14,4.14,11.52,7.97,3.01,8.13,128.08,11.93,35.35,27.22
1983-01-31,13.75,18.03,1.8,21.91,4.83,19.01,1.42,90.97,6.37,6.37,11.52,7.14,2.51,6.77,129.17,11.98,36.51,23.16
1983-02-28,21.83,28.86,1.74,31.5,6.94,25.56,1.91,100.08,7.01,7.01,16.69,11.25,4.57,12.33,158.78,15.21,47.41,24.75
1983-03-31,40.18,50.73,3.38,65.94,14.58,48.53,3.63,175.37,12.28,12.28,20.56,16.25,8.17,22.07,285.76,26.04,70.72,25.4
1983-04-30,19.55,24.19,3.5,44.46,9.82,23.7,1.77,48.51,3.4,3.4,10.1,6.85,3.69,9.96,80.46,10.5,23.32,6.76
1983-05-31,22.9,26.06,22.9,125.58,27.72,62.78,4.69,33.15,2.32,2.32,22.8,4.07,5.3,14.32,113.57,11.07,10.27,1.38
1983-06-30,10.76,9.7,33.58,194.61,42.95,74.25,5.55,9.26,0.65,0.65,29.53,1.77,2.94,7.93,58.39,5.41,4.36,0.3
1983-07-31,4.19,3.87,16.16,110.81,24.45,40.07,2.99,5.17,0.36,0.36,20.49,0.66,0.93,2.5,21.32,1.95,1.47,0.06
1983-08-31,2.35,2.04,1.55,21.33,4.7,4.22,0.32,2.52,0.18,0.18,4.9,0.29,0.35,0.94,6.8,0.65,0.29,0.0
1983-09-30,1.77,1.88,0.93,11.67,2.57,0.0,0.0,2.29,0.16,0.16,5.04,0.31,0.22,0.6,3.86,0.45,0.19,0.0
1983-10-31,1.67,1.64,0.86,7.03,1.55,0.61,0.05,2.8,0.2,0.2,3.26,0.28,0.26,0.69,4.32,0.45,0.75,0.98
1983-11-30,11.56,11.74,10.66,51.45,11.36,39.26,2.93,52.07,3.64,3.64,22.67,5.25,2.91,7.85,94.71,8.46,23.39,19.05
1983-12-31,22.86,26.01,8.09,58.48,12.92,42.19,3.15,83.09,5.82,5.82,20.48,10.76,5.44,14.69,182.17,16.46,48.54,26.46
1984-01-31,10.47,10.21,3.95,34.69,7.66,16.36,1.22,20.0,1.4,1.4,6.4,3.5,2.04,5.51,63.01,5.82,15.56,5.6
1984-02-29,7.38,7.54,2.28,25.15,5.55,10.87,0.81,25.02,1.75,1.75,3.53,3.3,1.41,3.8,49.89,4.94,10.87,3.29
1984-03-31,8.95,9.51,4.84,36.66,8.09,15.77,1.18,23.34,1.63,1.63,5.2,3.23,2.21,5.98,53.58,5.84,10.49,2.82
