,Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep
1922,1.9,1.84,8.13,16.91,42.87,39.78,81.12,294.82,272.6,37.82,2.41,0.74
1923,2.88,8.77,46.35,37.39,26.27,36.47,102.5,219.93,107.14,29.4,1.2,3.22
1924,7.39,4.31,4.29,6.6,14.18,17.26,53.72,68.83,2.09,-0.02,-0.02,-0.04
1925,5.4,18.48,20.72,20.77,80.86,72,142.81,233.59,125.53,18.94,1.84,2.92
1926,3.48,5.24,13.6,12.51,30.1,44.06,122.55,92,15.35,0.82,-0.06,-0.06
1927,1.85,23.95,32.93,35.57,78.74,63.99,127.79,197.47,184.79,30.58,2.62,1.4
1928,6.708330579,28.20639669,15.35626446,19.68722314,25.23723967,155.3862231,109.1012562,165.5744545,27.11364463,4.106429752,-0.396561983,0.059041322
1929,1.06453719,2.341289256,3.874454545,5.382826446,9.647247934,27.26816529,56.93919835,140.7081818,60.11233058,5.213140496,-0.043,-0.964355372
1930,1.06677686,1.127454545,19.04920661,15.83721488,27.21754545,52.89866942,105.9383306,110.9754628,79.07253719,6.419181818,1.078289256,1.175429752
1931,1.711595041,4.513338843,2.875280992,4.798867769,12.36828099,25.2527686,69.52638017,71.11839669,12.36601653,1.340115702,-0.445818182,-0.238636364
1932,-0.740454545,3.372884298,12.59945455,18.58983471,43.03213223,56.05844628,95.52430579,214.413281,194.1742231,30.37978512,3.59146281,1.733471074
1933,0.205289256,1.107743802,2.81792562,4.350107438,7.095305785,22.33838017,57.47530579,113.1667521,165.5257355,16.23050413,3.99731405,3.798132231
1934,5.108099174,5.186719008,16.50668595,20.98216529,23.0891157,68.45712397,77.3292314,39.8014876,20.57753719,0.688768595,0.106710744,0.031900826
1935,0.310140496,11.77483471,11.80571901,18.55106612,27.64405785,33.47339669,136.8357603,213.1602397,148.3182066,14.88627273,1.055760331,1.163206612
1936,2.885429752,3.277289256,4.292338843,31.30659504,90.72695041,78.94595868,163.2716198,235.2797355,138.6528595,20.1941405,4.021826446,1.698421488
1937,2.29231405,2.441727273,6.056818182,5.031644628,38.64549587,51.31233058,99.74066942,257.7000826,111.7844793,13.59509091,2.29953719,1.403231405
1938,2.406528926,5.01546281,116.3609008,22.00254545,45.7478595,98.26289256,137.3301322,293.2942314,250.648876,45.70914876,5.938950413,2.874016529
1939,5.497900826,10.66652066,10.74087603,10.10503306,11.86484298,48.03395868,118.3929669,73.15293388,15.55020661,1.628760331,0.475933884,1.701041322
1940,7.529330579,3.289446281,8.237669421,64.61220661,66.17933058,119.8291322,141.2827934,233.2908843,86.91214876,6.960859504,2.117214876,1.361008264
1941,1.609123967,4.481115702,24.24566116,27.98439669,47.51571074,68.6983719,82.77634711,268.582314,161.0315289,31.44130579,3.327727273,2.212173554
1942,2.92131405,10.03580992,59.62545455,72.32213223,50.21601653,46.65219835,123.5842149,193.3397107,228.9981818,47.42090083,5.756603306,2.460752066
1943,2.003520661,28.114,45.09552893,78.24138017,54.96336364,138.2134793,162.6691736,197.2800579,107.7797686,22.82900826,5.087140496,2.028438017
1944,2.762099174,2.708297521,6.186297521,9.073950413,16.75067769,35.90559504,57.5267438,178.6443554,75.92389256,10.80282645,2.174677686,0.011231405
1945,1.113801653,28.2452314,29.96507438,23.12281818,82.25092562,40.9518595,105.874281,198.1616281,144.0065207,21.40029752,4.447710744,1.547958678
1946,7.440289256,31.65282645,61.1016281,45.68969421,24.97409917,59.94455372,135.7066446,197.7271736,76.4814876,8.296842975,1.195603306,0.745421488
1947,2.517347107,13.83134711,15.25328926,9.679859504,24.92719008,47.6792314,83.89838843,127.9029256,27.49755372,1.70153719,0.832090909,-0.635909091
1948,12.65076033,11.08389256,7.419842975,26.2044876,12.49884298,23.07931405,85.61591736,186.5608099,176.3043967,22.6476281,3.400347107,2.012297521
1949,1.350115702,3.696082645,5.655975207,4.879652893,5.122826446,31.35609917,134.2508595,191.9677438,74.33756198,3.651619835,2.636727273,1.047355372
