,Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep
1922,1.587609836,1.537474789,5.887244632,13.54470833,36.63946671,34.12038946,67.68444194,272.0695663,255.8452838,32.84078025,1.700185977,0.512535823
1923,2.441008278,6.434228553,39.82575155,32.18233015,21.88254401,31.82511585,94.2997896,210.2700449,101.2727695,26.20862062,0.89174474,2.318072578
1924,6.839207882,4.30669068,4.353493887,6.697682904,13.70173543,17.79961777,58.566478,75.37614455,-8.032707413,8.710204349,0.296363514,0.770391016
1925,4.336858229,14.34086875,17.45616246,18.03439195,68.06188999,63.05642791,131.8125454,221.3311517,116.6251769,16.47184645,1.353142844,2.058813535
1926,2.885560967,4.267170383,12.19909748,11.55166738,26.83672314,41.10799513,122.3266087,91.89250136,14.09572143,-1.138926348,0.656946027,0.999546632
1927,1.547723571,18.61016226,27.98866549,30.80542926,65.11580003,57.0000751,117.6758728,186.5367752,172.6819209,26.60749506,1.885019851,0.970849764
1928,5.266165116,23.62281854,13.57362514,17.40182241,21.30502063,141.7250931,104.9663397,158.7489931,24.3280345,0.680368175,2.031981225,0.041787553
1929,0.958955195,1.879988234,3.150036706,4.771898012,8.878196981,25.01264939,53.19138221,142.5170572,59.76372879,2.240274346,1.200892021,0.024696261
1930,0.931190932,0.975318911,15.75982915,14.31085866,24.178854,47.09728006,101.8458037,109.644886,76.29028054,5.63844005,0.82208379,0.8504801
1931,1.546670133,3.98568995,2.705537476,4.704550978,12.24224419,24.24455465,73.39963256,76.51194097,12.36853174,-0.369303387,0.437991347,0.453120387
1932,-0.624572396,2.845023289,9.483217306,15.47170889,37.57499915,46.96634756,84.70477526,202.7753027,183.7618143,27.02311091,2.645499581,1.212001917
1933,0.180162777,0.972160954,2.214663652,3.378844669,6.127922439,20.12008326,50.76010783,108.8374671,163.6135286,15.16823372,3.70059856,2.872885444
1934,4.198749444,4.638040725,15.46049157,19.30078419,21.44505881,68.55388782,79.94157341,40.5940617,19.90125774,0.521828754,0.080824329,0.024162168
1935,0.262934643,8.950282456,9.849746963,16.00523397,24.26123243,28.37563476,122.1601578,203.5665023,139.871386,12.79105891,0.757472049,0.817426139
1936,2.415101402,2.480586819,3.095978251,25.49986768,77.24631283,67.70576317,149.8915017,222.5515275,128.6566441,17.65493805,2.927434582,1.178345548
1937,1.948953143,1.869567913,4.437627629,4.148143636,33.44293067,43.9027802,88.5434169,246.5496735,105.2860967,11.93776769,1.69977608,0.98891486
1938,1.988966441,3.886344728,96.5090595,18.32451758,37.15935111,84.09696618,123.6183447,273.1245844,232.0247209,39.94150278,4.296938449,1.968919482
1939,4.467045825,9.474788933,10.0305026,9.436712613,10.6741663,44.72321682,119.4919254,74.02013107,14.97073629,1.4114909,0.376435377,1.30600626
1940,5.875590186,2.378020524,6.448076393,55.37437916,55.15173931,106.3947727,132.6595551,220.7542159,79.89889309,5.594482219,1.52359798,0.946404615
1941,1.351669417,3.479553558,19.23852605,24.11757583,40.82997304,57.71914388,74.09068653,253.919181,151.2462636,27.81274882,2.450819098,1.542915038
1942,2.434905267,7.360309808,49.91127158,60.89373684,41.73616659,41.4016438,112.5841903,181.5193352,214.3887727,42.24892201,4.205199393,1.700098192
1943,1.669836687,21.86677818,38.43278429,65.6295905,46.51597323,124.7336988,152.2966391,185.5636513,99.38720322,20.02320383,3.69840664,1.401342326
1944,2.331776752,2.048031717,5.107334816,7.892265297,15.2165214,31.64065611,52.69618796,176.02576,73.88222543,9.784805835,1.624001641,0.008169541
1945,0.938814287,22.46319506,25.97682275,20.17596555,69.41412561,36.75251877,98.11466452,188.5904321,135.1939279,19.04978163,3.267893677,1.081517424
1946,5.80123075,26.11579145,52.79350259,38.09373867,22.47328054,53.96816493,128.4255924,188.4838112,70.88490058,6.736880242,0.83800061,0.522202834
1947,2.144871293,11.61538222,13.97157653,8.89550258,21.98931977,44.1759288,82.80059361,127.8884031,26.07645467,1.287943844,-0.154843872,0.299201848
1948,9.808541702,9.298460722,6.369081257,23.12452706,11.02978379,19.54464764,75.41261127,177.4999852,168.6046122,20.48079933,2.541448151,1.435098195
1949,1.169700864,2.874741795,4.419983921,4.160409217,4.367739845,28.04335929,121.7575178,187.3413636,70.97586514,3.216788977,1.989730845,0.752142643
